molecule,communityId
NM_001243203,1
NM_001243226,1
NM_001243227,1
NM_001243228,1
NM_001243230,1
NM_001243231,1
NM_001243232,1
NM_001243233,1
NM_001243234,1
NM_001243235,1
NM_001243236,1
NM_001243242,1
NM_001243243,1
NM_001243244,1
NM_001243251,1
NM_001243252,1
NM_001243253,1
NM_001243254,1
NM_001243256,1
NM_001243280,1
NM_001243286,1
NM_001243288,1
NM_001243325,1
NM_001243327,1
NM_001243328,1
NM_001243349,1
NM_001243372,1
NM_001243374,1
NM_001243403,1
NM_001243423,1
NM_001243425,1
NM_001243428,1
NM_001243429,1
NM_001243438,1
NM_001243439,1
NM_001243507,1
NM_001243509,1
NM_001243510,1
NM_001243512,1
NM_001243513,1
NM_001243514,1
NM_001243518,1
NM_001243519,1
NM_001243526,1
NM_001243532,1
NM_001243533,1
NM_001243564,1
NM_001243565,1
NM_001243597,1
NM_001243609,1
NM_001243610,1
NM_001243611,1
NM_001243612,1
NM_001243613,1
NM_001243645,1
NM_001243658,1
NM_001243659,1
NM_001243702,1
NM_001243704,1
NM_001243718,1
NM_001243719,1
NM_001243736,1
NM_001243737,1
NM_001243740,1
NM_001243750,1
NM_001243763,1
NM_001243764,1
NM_001243765,1
NM_001243766,1
NM_001243767,1
NM_001243772,1
NM_001243776,1
NM_001243777,1
NM_001243785,1
NM_001243786,1
NM_001243787,1
NM_001243788,1
NM_001243789,1
NM_001243790,1
NM_001243791,1
NM_001243794,1
NM_001243797,1
NM_001243798,1
NM_001243799,1
NM_001243812,1
NM_001243835,1
NM_001243879,1
NM_001243900,1
NM_001243936,1
NM_001243940,1
NM_001243941,1
NM_001243942,1
NM_001243952,1
NM_001243953,1
NM_001243960,1
NM_001243963,1
NM_001243974,1
NM_001243975,1
NM_001244,1
NM_001244008,1
NM_001244014,1
NM_001244015,1
NM_001244038,1
NM_001244072,1
NM_001244189,1
NM_001244190,1
NM_001244191,1
NM_001244192,1
NM_001244364,1
NM_001244583,1
NM_001244604,1
NM_001244606,1
NM_001244638,1
NM_001244644,1
NM_001244664,1
NM_001244682,1
NM_001244710,1
NM_001244724,1
NM_001244734,1
NM_001244766,1
NM_001244767,1
NM_001244808,1
NM_001244810,1
NM_001244812,1
NM_001244813,1
NM_001244814,1
NM_001244815,1
NM_001244816,1
NM_001244846,1
NM_001244871,1
NM_001244896,1
NM_001244898,1
NM_001244944,1
NM_001244945,1
NM_001244949,1
NM_001244950,1
NM_001244959,1
NM_001244960,1
NM_001244961,1
NM_001244962,1
NM_001244963,1
NM_001244974,1
NM_001244984,1
NM_001244990,1
NM_001244992,1
NM_001245,1
NM_001245002,1
NM_001245004,1
NM_001245005,1
NM_001247,1
NM_001247994,1
NM_001247996,1
NM_001247997,1
NM_001248000,1
NM_001248002,1
NM_001248003,1
NM_001248004,1
NM_001248005,1
NM_001248008,1
NM_001249,1
NM_001251852,1
NM_001251853,1
NM_001251855,1
NM_001251877,1
NM_001251901,1
NM_001251902,1
NM_001251917,1
NM_001251918,1
NM_001251921,1
NM_001251922,1
NM_001251962,1
NM_001251963,1
NM_001251969,1
NM_001251971,1
NM_001251973,1
NM_001251974,1
NM_001251981,1
NM_001251983,1
NM_001251987,1
NM_001252006,1
NM_001252007,1
NM_001252008,1
NM_001252036,1
NM_001252037,1
NM_001252039,1
NM_001252065,1
NM_001252078,1
NM_001252079,1
NM_001252091,1
NM_001252093,1
NM_001252100,1
NM_001252102,1
NM_001252103,1
NM_001252127,1
NM_001252197,1
NM_001252231,1
NM_001252269,1
NM_001252270,1
NM_001252271,1
NM_001252274,1
NM_001252290,1
NM_001252296,1
NM_001252328,1
NM_001252334,1
NM_001252385,1
NM_001252386,1
NM_001252390,1
NM_001252391,1
NM_001252392,1
NM_001252393,1
NM_001252406,1
NM_001252499,1
NM_001252500,1
NM_001252507,1
NM_001252511,1
NM_001252512,1
NM_001252612,1
NM_001252624,1
NM_001252634,1
NM_001252652,1
NM_001252660,1
NM_001252668,1
NM_001252669,1
NM_001252676,1
NM_001252677,1
NM_001252678,1
NM_001253,1
NM_001253379,1
NM_001253384,1
NM_001253387,1
NM_001253388,1
NM_001253676,1
NM_001253697,1
NM_001253698,1
NM_001253699,1
NM_001253701,1
NM_001253723,1
NM_001253724,1
NM_001253772,1
NM_001253775,1
NM_001253799,1
NM_001253801,1
NM_001253829,1
NM_001253849,1
NM_001253850,1
NM_001253866,1
NM_001253875,1
NM_001253876,1
NM_001253914,1
NM_001254,1
NM_001254728,1
NM_001254729,1
NM_001254736,1
NM_001254738,1
NM_001254748,1
NM_001254752,1
NM_001254943,1
NM_001254949,1
NM_001254952,1
NM_001255976,1
NM_001256,1
NM_001256006,1
NM_001256012,1
NM_001256020,1
NM_001256021,1
NM_001256022,1
NM_001256023,1
NM_001256046,1
NM_001256047,1
NM_001256054,1
NM_001256063,1
NM_001256064,1
NM_001256071,1
NM_001256080,1
NM_001256090,1
NM_001256091,1
NM_001256092,1
NM_001256095,1
NM_001256105,1
NM_001256114,1
NM_001256121,1
NM_001256126,1
NM_001256135,1
NM_001256141,1
NM_001256160,1
NM_001256164,1
NM_001256165,1
NM_001256167,1
NM_001256182,1
NM_001256183,1
NM_001256197,1
NM_001256213,1
NM_001256235,1
NM_001256238,1
NM_001256239,1
NM_001256240,1
NM_001256267,1
NM_001256301,1
NM_001256302,1
NM_001256305,1
NM_001256307,1
NM_001256310,1
NM_001256314,1
NM_001256316,1
NM_001256324,1
NM_001256325,1
NM_001256326,1
NM_001256327,1
NM_001256328,1
NM_001256329,1
NM_001256330,1
NM_001256331,1
NM_001256332,1
NM_001256333,1
NM_001256334,1
NM_001256339,1
NM_001256346,1
NM_001256347,1
NM_001256348,1
NM_001256355,1
NM_001256358,1
NM_001256378,1
NM_001256394,1
NM_001256399,1
NM_001256401,1
NM_001256403,1
NM_001256404,1
NM_001256405,1
NM_001256410,1
NM_001256411,1
NM_001256412,1
NM_001256414,1
NM_001256421,1
NM_001256422,1
NM_001256423,1
NM_001256424,1
NM_001256425,1
NM_001256426,1
NM_001256427,1
NM_001256430,1
NM_001256435,1
NM_001256438,1
NM_001256440,1
NM_001256441,1
NM_001256449,1
NM_001256455,1
NM_001256461,1
NM_001256468,1
NM_001256469,1
NM_001256470,1
NM_001256477,1
NM_001256478,1
NM_001256486,1
NM_001256497,1
NM_001256508,1
NM_001256524,1
NM_001256545,1
NM_001256549,1
NM_001256550,1
NM_001256574,1
NM_001256576,1
NM_001256585,1
NM_001256588,1
NM_001256599,1
NM_001256601,1
NM_001256647,1
NM_001256648,1
NM_001256649,1
NM_001256650,1
NM_001256653,1
NM_001256658,1
NM_001256661,1
NM_001256663,1
NM_001256670,1
NM_001256678,1
NM_001256679,1
NM_001256680,1
NM_001256681,1
NM_001256685,1
NM_001256687,1
NM_001256688,1
NM_001256689,1
NM_001256690,1
NM_001256692,1
NM_001256695,1
NM_001256696,1
NM_001256702,1
NM_001256703,1
NM_001256704,1
NM_001256706,1
NM_001256707,1
NM_001256708,1
NM_001256710,1
NM_001256720,1
NM_001256732,1
NM_001256733,1
NM_001256734,1
NM_001256735,1
NM_001256736,1
NM_001256737,1
NM_001256738,1
NM_001256739,1
NM_001256740,1
NM_001256750,1
NM_001256751,1
NM_001256752,1
NM_001256753,1
NM_001256754,1
NM_001256755,1
NM_001256756,1
NM_001256758,1
NM_001256760,1
NM_001256761,1
NM_001256763,1
NM_001256792,1
NM_001256793,1
NM_001256794,1
NM_001256798,1
NM_001256809,1
NM_001256811,1
NM_001256812,1
NM_001256813,1
NM_001256820,1
NM_001256821,1
NM_001256823,1
NM_001256825,1
NM_001256827,1
NM_001256828,1
NM_001256829,1
NM_001256830,1
NM_001256835,1
NM_001256836,1
NM_001256837,1
NM_001256838,1
NM_001256850,1
NM_001256856,1
NM_001256864,1
NM_001256876,1
NM_001256909,1
NM_001256910,1
NM_001256916,1
NM_001256917,1
NM_001256944,1
NM_001256945,1
NM_001256959,1
NM_001257,1
NM_001257069,1
NM_001257096,1
NM_001257097,1
NM_001257101,1
NM_001257118,1
NM_001257119,1
NM_001257135,1
NM_001257137,1
NM_001257138,1
NM_001257144,1
NM_001257145,1
NM_001257158,1
NM_001257159,1
NM_001257160,1
NM_001257168,1
NM_001257172,1
NM_001257173,1
NM_001257174,1
NM_001257191,1
NM_001257194,1
NM_001257195,1
NM_001257197,1
NM_001257198,1
NM_001257199,1
NM_001257205,1
NM_001257207,1
NM_001257208,1
NM_001257209,1
NM_001257210,1
NM_001257273,1
NM_001257281,1
NM_001257291,1
NM_001257293,1
NM_001257319,1
NM_001257320,1
NM_001257321,1
NM_001257323,1
NM_001257326,1
NM_001257334,1
NM_001257335,1
NM_001257359,1
NM_001257361,1
NM_001257378,1
NM_001257379,1
NM_001257386,1
NM_001257394,1
NM_001257396,1
NM_001257398,1
NM_001257406,1
NM_001257407,1
NM_001257408,1
NM_001257409,1
NM_001257410,1
NM_001257411,1
NM_001257412,1
NM_001257413,1
NM_001257414,1
NM_001257964,1
NM_001257966,1
NM_001257970,1
NM_001257990,1
NM_001257998,1
NM_001257999,1
NM_001258006,1
NM_001258019,1
NM_001258021,1
NM_001258022,1
NM_001258023,1
NM_001258034,1
NM_001258035,1
NM_001258036,1
NM_001258038,1
NM_001258039,1
NM_001258205,1
NM_001258214,1
NM_001258215,1
NM_001258216,1
NM_001258221,1
NM_001258222,1
NM_001258248,1
NM_001258249,1
NM_001258251,1
NM_001258252,1
NM_001258254,1
NM_001258256,1
NM_001258258,1
NM_001258261,1
NM_001258265,1
NM_001258266,1
NM_001258272,1
NM_001258275,1
NM_001258276,1
NM_001258277,1
NM_001258278,1
NM_001258280,1
NM_001258286,1
NM_001258287,1
NM_001258292,1
NM_001258294,1
NM_001258296,1
NM_001258298,1
NM_001258299,1
NM_001258300,1
NM_001258305,1
NM_001258308,1
NM_001258309,1
NM_001258310,1
NM_001258311,1
NM_001258313,1
NM_001258314,1
NM_001258316,1
NM_001258320,1
NM_001258321,1
NM_001258323,1
NM_001258324,1
NM_001258328,1
NM_001258329,1
NM_001258330,1
NM_001258331,1
NM_001258333,1
NM_001258334,1
NM_001258366,1
NM_001258367,1
NM_001258368,1
NM_001258369,1
NM_001258370,1
NM_001258379,1
NM_001258380,1
NM_001258388,1
NM_001258393,1
NM_001258401,1
NM_001258403,1
NM_001258415,1
NM_001258416,1
NM_001258417,1
NM_001258418,1
NM_001258423,1
NM_001258437,1
NM_001258438,1
NM_001258446,1
NM_001258447,1
NM_001258455,1
NM_001258456,1
NM_001258461,1
NM_001258462,1
NM_001258463,1
NM_001258464,1
NM_001258465,1
NM_001259,1
NM_001260492,1
NM_001260493,1
NM_001260494,1
NM_001260495,1
NM_001260496,1
NM_001260497,1
NM_001260499,1
NM_001260502,1
NM_001260503,1
NM_001260506,1
NM_001260508,1
NM_001261386,1
NM_001261390,1
NM_001261391,1
NM_001261393,1
NM_001261395,1
NM_001261401,1
NM_001261411,1
NM_001261414,1
NM_001261415,1
NM_001261420,1
NM_001261421,1
NM_001261422,1
NM_001261423,1
NM_001261424,1
NM_001261425,1
NM_001261430,1
NM_001261435,1
NM_001261436,1
NM_001261442,1
NM_001261443,1
NM_001261446,1
NM_001261448,1
NM_001261456,1
NM_001261457,1
NM_001261462,1
NM_001261816,1
NM_001261826,1
NM_001261827,1
NM_001261828,1
NM_001261830,1
NM_001261831,1
NM_001261833,1
NM_001261839,1
NM_001261841,1
NM_001261843,1
NM_001264573,1
NM_001265,1
NM_001265577,1
NM_001265578,1
NM_001265579,1
NM_001265580,1
NM_001265589,1
NM_001265597,1
NM_001265598,1
NM_001265599,1
NM_001265600,1
NM_001265602,1
NM_001265609,1
NM_001265610,1
NM_001265611,1
NM_001265612,1
NM_001265614,1
NM_001267035,1
NM_001267037,1
NM_001267040,1
NM_001267041,1
NM_001267042,1
NM_001267043,1
NM_001267045,1
NM_001267046,1
NM_001267047,1
NM_001267048,1
NM_001267050,1
NM_001267051,1
NM_001267052,1
NM_001267062,1
NM_001267065,1
NM_001267066,1
NM_001267067,1
NM_001267068,1
NM_001267536,1
NM_001267550,1
NM_001267556,1
NM_001267557,1
NM_001267558,1
NM_001267567,1
NM_001267574,1
NM_001267578,1
NM_001267582,1
NM_001267594,1
NM_001267595,1
NM_001267605,1
NM_001267606,1
NM_001267611,1
NM_001267612,1
NM_001267614,1
NM_001267615,1
NM_001267616,1
NM_001267617,1
NM_001267618,1
NM_001267623,1
NM_001267706,1
NM_001267708,1
NM_001267709,1
NM_001267716,1
NM_001267727,1
NM_001267779,1
NM_001267803,1
NM_001267805,1
NM_001267806,1
NM_001267809,1
NM_001267817,1
NM_001267818,1
NM_001267843,1
NM_001267865,1
NM_001267866,1
NM_001268,1
NM_001269039,1
NM_001269045,1
NM_001269047,1
NM_001269048,1
NM_001269050,1
NM_001269055,1
NM_001270,1
NM_001270364,1
NM_001270365,1
NM_001270375,1
NM_001270377,1
NM_001270378,1
NM_001270379,1
NM_001270380,1
NM_001270383,1
NM_001270384,1
NM_001270391,1
NM_001270392,1
NM_001270397,1
NM_001270402,1
NM_001270403,1
NM_001270404,1
NM_001270405,1
NM_001270407,1
NM_001270408,1
NM_001270425,1
NM_001270428,1
NM_001270436,1
NM_001270438,1
NM_001270439,1
NM_001270440,1
NM_001270441,1
NM_001270443,1
NM_001270444,1
NM_001270445,1
NM_001270453,1
NM_001270454,1
NM_001270455,1
NM_001270458,1
NM_001270462,1
NM_001270466,1
NM_001270467,1
NM_001270468,1
NM_001270469,1
NM_001270470,1
NM_001270471,1
NM_001270473,1
NM_001270474,1
NM_001270482,1
NM_001270485,1
NM_001270486,1
NM_001270497,1
NM_001270508,1
NM_001270519,1
NM_001270520,1
NM_001270522,1
NM_001270523,1
NM_001270524,1
NM_001270525,1
NM_001270527,1
NM_001270528,1
NM_001270530,1
NM_001270531,1
NM_001270532,1
NM_001270533,1
NM_001270546,1
NM_001270550,1
NM_001270551,1
NM_001270552,1
NM_001270614,1
NM_001270615,1
NM_001270616,1
NM_001270622,1
NM_001270623,1
NM_001270629,1
NM_001270660,1
NM_001270661,1
NM_001270679,1
NM_001270680,1
NM_001270695,1
NM_001270696,1
NM_001270697,1
NM_001270699,1
NM_001270708,1
NM_001270709,1
NM_001270710,1
NM_001270726,1
NM_001270727,1
NM_001270728,1
NM_001270729,1
NM_001270731,1
NM_001270732,1
NM_001270734,1
NM_001270735,1
NM_001270771,1
NM_001270782,1
NM_001270873,1
NM_001270875,1
NM_001270880,1
NM_001270881,1
NM_001270894,1
NM_001270895,1
NM_001270896,1
NM_001270897,1
NM_001270930,1
NM_001270934,1
NM_001270938,1
NM_001270940,1
NM_001270941,1
NM_001270942,1
NM_001270943,1
NM_001270944,1
NM_001270951,1
NM_001270974,1
NM_001271,1
NM_001271010,1
NM_001271012,1
NM_001271015,1
NM_001271033,1
NM_001271043,1
NM_001271044,1
NM_001271049,1
NM_001271052,1
NM_001271082,1
NM_001271146,1
NM_001271156,1
NM_001271161,1
NM_001271162,1
NM_001271186,1
NM_001271187,1
NM_001271282,1
NM_001271368,1
NM_001271427,1
NM_001271428,1
NM_001271429,1
NM_001271512,1
NM_001271518,1
NM_001271519,1
NM_001271572,1
NM_001271581,1
NM_001271592,1
NM_001271593,1
NM_001271594,1
NM_001271618,1
NM_001271620,1
NM_001271629,1
NM_001271634,1
NM_001271635,1
NM_001271637,1
NM_001271638,1
NM_001271639,1
NM_001271640,1
NM_001271649,1
NM_001271661,1
NM_001271662,1
NM_001271684,1
NM_001271685,1
NM_001271696,1
NM_001271697,1
NM_001271698,1
NM_001271699,1
NM_001271700,1
NM_001271732,1
NM_001271734,1
NM_001271735,1
NM_001271736,1
NM_001271741,1
NM_001271742,1
NM_001271749,1
NM_001271751,1
NM_001271754,1
NM_001271755,1
NM_001271756,1
NM_001271762,1
NM_001271763,1
NM_001271769,1
NM_001271774,1
NM_001271775,1
NM_001271776,1
NM_001271783,1
NM_001271784,1
NM_001271786,1
NM_001271788,1
NM_001271789,1
NM_001271790,1
NM_001271818,1
NM_001271821,1
NM_001271826,1
NM_001271835,1
NM_001271836,1
NM_001271837,1
NM_001271840,1
NM_001271842,1
NM_001271848,1
NM_001271852,1
NM_001271853,1
NM_001271854,1
NM_001271855,1
NM_001271869,1
NM_001271870,1
NM_001271878,1
NM_001271886,1
NM_001271888,1
NM_001271899,1
NM_001271900,1
NM_001271904,1
NM_001271905,1
NM_001271906,1
NM_001271907,1
NM_001271908,1
NM_001271909,1
NM_001271926,1
NM_001271935,1
NM_001271938,1
NM_001271946,1
NM_001271948,1
NM_001271955,1
NM_001271985,1
NM_001271999,1
NM_001272000,1
NM_001272001,1
NM_001272002,1
NM_001272004,1
NM_001272012,1
NM_001272013,1
NM_001272020,1
NM_001272036,1
NM_001272038,1
NM_001272042,1
NM_001272044,1
NM_001272046,1
NM_001272050,1
NM_001272053,1
NM_001273,1
NM_001275,1
NM_001276249,1
NM_001276264,1
NM_001276265,1
NM_001276266,1
NM_001276267,1
NM_001276268,1
NM_001276270,1
NM_001276271,1
NM_001276272,1
NM_001276273,1
NM_001276277,1
NM_001276282,1
NM_001276286,1
NM_001276289,1
NM_001276290,1
NM_001276293,1
NM_001276294,1
NM_001276309,1
NM_001276311,1
NM_001276318,1
NM_001276320,1
NM_001276336,1
NM_001276337,1
NM_001276342,1
NM_001276351,1
NM_001276352,1
NM_001276414,1
NM_001276457,1
NM_001276458,1
NM_001276464,1
NM_001276468,1
NM_001276469,1
NM_001276471,1
NM_001276490,1
NM_001276696,1
NM_001276697,1
NM_001276717,1
NM_001276718,1
NM_001276722,1
NM_001276725,1
NM_001276726,1
NM_001276727,1
NM_001277,1
NM_001277058,1
NM_001277059,1
NM_001277061,1
NM_001277062,1
NM_001277063,1
NM_001277064,1
NM_001277065,1
NM_001277066,1
NM_001277067,1
NM_001277077,1
NM_001277078,1
NM_001277081,1
NM_001277082,1
NM_001277090,1
NM_001277091,1
NM_001277092,1
NM_001277120,1
NM_001277127,1
NM_001277128,1
NM_001277140,1
NM_001277145,1
NM_001277155,1
NM_001277171,1
NM_001277173,1
NM_001277176,1
NM_001277185,1
NM_001277204,1
NM_001277205,1
NM_001277206,1
NM_001277223,1
NM_001277224,1
NM_001277226,1
NM_001277227,1
NM_001277233,1
NM_001277285,1
NM_001277291,1
NM_001277308,1
NM_001277313,1
NM_001277314,1
NM_001277331,1
NM_001277333,1
NM_001277403,1
NM_001277742,1
NM_001277813,1
NM_001277814,1
NM_001277815,1
NM_001277816,1
NM_001277818,1
NM_001277842,1
NM_001277990,1
NM_001278,1
NM_001278000,1
NM_001278054,1
NM_001278064,1
NM_001278065,1
NM_001278066,1
NM_001278067,1
NM_001278074,1
NM_001278098,1
NM_001278116,1
NM_001278119,1
NM_001278162,1
NM_001278163,1
NM_001278170,1
NM_001278172,1
NM_001278173,1
NM_001278178,1
NM_001278182,1
NM_001278184,1
NM_001278185,1
NM_001278187,1
NM_001278189,1
NM_001278190,1
NM_001278191,1
NM_001278192,1
NM_001278194,1
NM_001278196,1
NM_001278199,1
NM_001278202,1
NM_001278203,1
NM_001278210,1
NM_001278215,1
NM_001278221,1
NM_001278225,1
NM_001278231,1
NM_001278233,1
NM_001278234,1
NM_001278238,1
NM_001278240,1
NM_001278243,1
NM_001278244,1
NM_001278248,1
NM_001278249,1
NM_001278250,1
NM_001278252,1
NM_001278260,1
NM_001278261,1
NM_001278262,1
NM_001278263,1
NM_001278264,1
NM_001278265,1
NM_001278266,1
NM_001278273,1
NM_001278275,1
NM_001278277,1
NM_001278278,1
NM_001278281,1
NM_001278282,1
NM_001278283,1
NM_001278285,1
NM_001278286,1
NM_001278288,1
NM_001278295,1
NM_001278305,1
NM_001278306,1
NM_001278307,1
NM_001278308,1
NM_001278311,1
NM_001278313,1
NM_001278317,1
NM_001278341,1
NM_001278356,1
NM_001278357,1
NM_001278370,1
NM_001278371,1
NM_001278372,1
NM_001278373,1
NM_001278374,1
NM_001278375,1
NM_001278376,1
NM_001278381,1
NM_001278387,1
NM_001278402,1
NM_001278409,1
NM_001278411,1
NM_001278412,1
NM_001278421,1
NM_001278422,1
NM_001278426,1
NM_001278427,1
NM_001278432,1
NM_001278438,1
NM_001278441,1
NM_001278442,1
NM_001278458,1
NM_001278460,1
NM_001278461,1
NM_001278462,1
NM_001278463,1
NM_001278464,1
NM_001278465,1
NM_001278469,1
NM_001278470,1
NM_001278471,1
NM_001278478,1
NM_001278504,1
NM_001278505,1
NM_001278508,1
NM_001278509,1
NM_001278513,1
NM_001278514,1
NM_001278516,1
NM_001278517,1
NM_001278518,1
NM_001278519,1
NM_001278525,1
NM_001278536,1
NM_001278537,1
NM_001278538,1
NM_001278542,1
NM_001278546,1
NM_001278547,1
NM_001278548,1
NM_001278549,1
NM_001278556,1
NM_001278579,1
NM_001278580,1
NM_001278585,1
NM_001278586,1
NM_001278590,1
NM_001278593,1
NM_001278596,1
NM_001278597,1
NM_001278613,1
NM_001278615,1
NM_001278617,1
NM_001278618,1
NM_001278619,1
NM_001278622,1
NM_001278625,1
NM_001278628,1
NM_001278631,1
NM_001278636,1
NM_001278639,1
NM_001278642,1
NM_001278649,1
NM_001278650,1
NM_001278661,1
NM_001278664,1
NM_001278665,1
NM_001278678,1
NM_001278683,1
NM_001278685,1
NM_001278686,1
NM_001278687,1
NM_001278694,1
NM_001278695,1
NM_001278712,1
NM_001278716,1
NM_001278717,1
NM_001278718,1
NM_001278722,1
NM_001278723,1
NM_001278727,1
NM_001278734,1
NM_001278742,1
NM_001278743,1
NM_001278789,1
NM_001278790,1
NM_001278792,1
NM_001278911,1
NM_001278912,1
NM_001278913,1
NM_001278914,1
NM_001278915,1
NM_001278916,1
NM_001278917,1
NM_001278918,1
NM_001278938,1
NM_001278939,1
NM_001279352,1
NM_001279353,1
NM_001279356,1
NM_001279357,1
NM_001279360,1
NM_001280542,1
NM_001280543,1
NM_001280544,1
NM_001280547,1
NM_001280550,1
NM_001280551,1
NM_001280552,1
NM_001280553,1
NM_001280554,1
NM_001280555,1
NM_001280556,1
NM_001280560,1
NM_001280789,1
NM_001280790,1
NM_001280791,1
NM_001280792,1
NM_001280800,1
NM_001281293,1
NM_001281294,1
NM_001281425,1
NM_001281426,1
NM_001281430,1
NM_001281432,1
NM_001281435,1
NM_001281439,1
NM_001281440,1
NM_001281445,1
NM_001281447,1
NM_001281455,1
NM_001281456,1
NM_001281463,1
NM_001281467,1
NM_001281471,1
NM_001281476,1
NM_001281492,1
NM_001281493,1
NM_001281495,1
NM_001281496,1
NM_001281497,1
NM_001281503,1
NM_001281512,1
NM_001281513,1
NM_001281517,1
NM_001281518,1
NM_001281520,1
NM_001281521,1
NM_001281522,1
NM_001281534,1
NM_001281535,1
NM_001281710,1
NM_001281712,1
NM_001281715,1
NM_001281723,1
NM_001281724,1
NM_001281726,1
NM_001281731,1
NM_001281734,1
NM_001281735,1
NM_001281736,1
NM_001281737,1
NM_001281738,1
NM_001281741,1
NM_001281742,1
NM_001281749,1
NM_001281765,1
NM_001281767,1
NM_001281768,1
NM_001281771,1
NM_001281772,1
NM_001281773,1
NM_001281774,1
NM_001281775,1
NM_001281776,1
NM_001281777,1
NM_001281782,1
NM_001281784,1
NM_001281789,1
NM_001281806,1
NM_001281834,1
NM_001281835,1
NM_001281836,1
NM_001281837,1
NM_001281838,1
NM_001281853,1
NM_001281932,1
NM_001281933,1
NM_001281956,1
NM_001282,1
NM_001282098,1
NM_001282099,1
NM_001282100,1
NM_001282101,1
NM_001282116,1
NM_001282117,1
NM_001282129,1
NM_001282136,1
NM_001282145,1
NM_001282146,1
NM_001282161,1
NM_001282162,1
NM_001282166,1
NM_001282174,1
NM_001282175,1
NM_001282176,1
NM_001282180,1
NM_001282181,1
NM_001282185,1
NM_001282186,1
NM_001282203,1
NM_001282204,1
NM_001282224,1
NM_001282282,1
NM_001282290,1
NM_001282291,1
NM_001282292,1
NM_001282293,1
NM_001282326,1
NM_001282334,1
NM_001282335,1
NM_001282342,1
NM_001282351,1
NM_001282353,1
NM_001282355,1
NM_001282356,1
NM_001282357,1
NM_001282359,1
NM_001282360,1
NM_001282368,1
NM_001282378,1
NM_001282379,1
NM_001282380,1
NM_001282386,1
NM_001282388,1
NM_001282391,1
NM_001282394,1
NM_001282396,1
NM_001282397,1
NM_001282401,1
NM_001282403,1
NM_001282404,1
NM_001282405,1
NM_001282409,1
NM_001282412,1
NM_001282413,1
NM_001282418,1
NM_001282420,1
NM_001282425,1
NM_001282426,1
NM_001282427,1
NM_001282429,1
NM_001282431,1
NM_001282440,1
NM_001282441,1
NM_001282442,1
NM_001282446,1
NM_001282447,1
NM_001282454,1
NM_001282460,1
NM_001282463,1
NM_001282468,1
NM_001282470,1
NM_001282472,1
NM_001282473,1
NM_001282480,1
NM_001282484,1
NM_001282485,1
NM_001282490,1
NM_001282493,1
NM_001282494,1
NM_001282506,1
NM_001282512,1
NM_001282515,1
NM_001282517,1
NM_001282518,1
NM_001282531,1
NM_001282532,1
NM_001282536,1
NM_001282538,1
NM_001282539,1
NM_001282540,1
NM_001282543,1
NM_001282545,1
NM_001282546,1
NM_001282547,1
NM_001282548,1
NM_001282549,1
NM_001282550,1
NM_001282551,1
NM_001282556,1
NM_001282557,1
NM_001282558,1
NM_001282559,1
NM_001282564,1
NM_001282566,1
NM_001282567,1
NM_001282568,1
NM_001282569,1
NM_001282576,1
NM_001282579,1
NM_001282597,1
NM_001282599,1
NM_001282600,1
NM_001282602,1
NM_001282603,1
NM_001282604,1
NM_001282607,1
NM_001282613,1
NM_001282615,1
NM_001282616,1
NM_001282622,1
NM_001282630,1
NM_001282640,1
NM_001282643,1
NM_001282645,1
NM_001282656,1
NM_001282657,1
NM_001282660,1
NM_001282661,1
NM_001282662,1
NM_001282664,1
NM_001282665,1
NM_001282669,1
NM_001282670,1
NM_001282673,1
NM_001282679,1
NM_001282680,1
NM_001282681,1
NM_001282682,1
NM_001282683,1
NM_001282687,1
NM_001282691,1
NM_001282696,1
NM_001282697,1
NM_001282698,1
NM_001282699,1
NM_001282700,1
NM_001282701,1
NM_001282703,1
NM_001282704,1
NM_001282705,1
NM_001282706,1
NM_001282707,1
NM_001282708,1
NM_001282709,1
NM_001282716,1
NM_001282717,1
NM_001282718,1
NM_001282719,1
NM_001282720,1
NM_001282721,1
NM_001282722,1
NM_001282723,1
NM_001282730,1
NM_001282732,1
NM_001282733,1
NM_001282734,1
NM_001282735,1
NM_001282736,1
NM_001282740,1
NM_001282743,1
NM_001282744,1
NM_001282745,1
NM_001282748,1
NM_001282749,1
NM_001282750,1
NM_001282751,1
NM_001282753,1
NM_001282755,1
NM_001282756,1
NM_001282758,1
NM_001282759,1
NM_001282763,1
NM_001282764,1
NM_001282765,1
NM_001282767,1
NM_001282768,1
NM_001282769,1
NM_001282770,1
NM_001282771,1
NM_001282772,1
NM_001282774,1
NM_001282776,1
NM_001282780,1
NM_001282781,1
NM_001282785,1
NM_001282787,1
NM_001282788,1
NM_001282789,1
NM_001282791,1
NM_001282798,1
NM_001282799,1
NM_001282800,1
NM_001282801,1
NM_001282802,1
NM_001282803,1
NM_001282805,1
NM_001282806,1
NM_001282807,1
NM_001282850,1
NM_001282851,1
NM_001282852,1
NM_001282853,1
NM_001282857,1
NM_001282859,1
NM_001282863,1
NM_001282866,1
NM_001282868,1
NM_001282869,1
NM_001282870,1
NM_001282871,1
NM_001282872,1
NM_001282874,1
NM_001282875,1
NM_001282881,1
NM_001282882,1
NM_001282883,1
NM_001282886,1
NM_001282901,1
NM_001282902,1
NM_001282904,1
NM_001282905,1
NM_001282910,1
NM_001282911,1
NM_001282912,1
NM_001282913,1
NM_001282917,1
NM_001282918,1
NM_001282925,1
NM_001282926,1
NM_001282928,1
