miR,communityId
NM_001374396,20002
NM_001374484,20002
NM_001374623,20002
NM_001375393,20002
NM_001375635,20002
NM_001375803,20002
NM_001375807,20002
NM_001376288,20002
NM_001376302,20002
NM_001376532,20002
NM_001376797,20002
NM_001376808,20002
NM_001376852,20002
NM_001376929,20002
NM_001377137,20002
NM_001377138,20002
NM_001377139,20002
NM_001377140,20002
NM_001377141,20002
NM_001377237,20002
NM_001377304,20002
NM_001377312,20002
NM_001377314,20002
NM_001377453,20002
NM_001377459,20002
NM_001377500,20002
NM_001377960,20002
NM_001378018,20002
NM_001378021,20002
NM_001378024,20002
NM_001378044,20002
NM_001378789,20002
NM_001378957,20002
NM_001379286,20002
NM_001379313,20002
NM_001379446,20002
NM_001382216,20002
NM_001382239,20002
NM_001382241,20002
NM_001382323,20002
NM_001382353,20002
NM_001382508,20002
NM_001382518,20002
NM_001382637,20002
NM_001382703,20002
NM_001382720,20002
NM_001383,20002
NM_001384542,20002
NM_001384747,20002
NM_001384749,20002
NM_001384750,20002
NM_001384950,20002
NM_001385023,20002
NM_001385058,20002
NM_001385109,20002
NM_001385112,20002
NM_001385113,20002
NM_001385114,20002
NM_001385122,20002
NM_001385704,20002
NM_001385745,20002
NM_001385752,20002
NM_001385935,20002
NM_001385940,20002
NM_001385950,20002
NM_001385955,20002
NM_001386027,20002
NM_001386028,20002
NM_001386393,20002
NM_001386928,20002
NM_001386934,20002
NM_001386935,20002
NM_001387011,20002
NM_001387335,20002
NM_001387336,20002
NM_001387349,20002
NM_001387353,20002
NM_001387354,20002
NM_001387443,20002
NM_001387736,20002
NM_001387751,20002
NM_001387847,20002
NM_001387849,20002
NM_001387889,20002
NM_001388028,20002
NM_001388185,20002
NM_001388186,20002
NM_001388191,20002
NM_001388272,20002
NM_001388459,20002
NM_001388490,20002
NM_001389683,20002
NM_001389686,20002
NM_001389688,20002
NM_001391930,20002
NM_001391973,20002
NM_001391974,20002
NM_001393480,20002
NM_001393484,20002
NM_001393586,20002
NM_001393594,20002
NM_001393897,20002
NM_001393937,20002
NM_001393951,20002
NM_001393997,20002
NM_001394,20002
NM_001394024,20002
NM_001394037,20002
NM_001394038,20002
NM_001394314,20002
NM_001394339,20002
NM_001394432,20002
NM_001394440,20002
NM_001394532,20002
NM_001394564,20002
NM_001394583,20002
NM_001394669,20002
NM_001394755,20002
NM_001394807,20002
NM_001394962,20002
NM_001394986,20002
NM_001395167,20002
NM_001395214,20002
NM_001395489,20002
NM_001400217,20002
NM_001400220,20002
NM_001400223,20002
NM_001400243,20002
NM_001400679,20002
NM_001409,20002
NM_001415,20002
NM_001416,20002
NM_001433,20002
NM_001441,20002
NM_001478,20002
NM_001558,20002
NM_001567,20002
NM_001570,20002
NM_001606,20002
NM_001614,20002
NM_001621,20002
NM_001625,20002
NM_001642,20002
NM_001646,20002
NM_001652,20002
NM_001678,20002
NM_001712,20002
NM_001716,20002
NM_001719,20002
NM_001728,20002
NM_001745,20002
NM_001766,20002
NM_001783,20002
NM_001841,20002
NM_001859,20002
NM_001860,20002
NM_001873,20002
NM_001874,20002
NM_001883,20002
NM_001913,20002
NM_001927,20002
NM_001936,20002
NM_001937,20002
NM_001963,20002
NM_001975,20002
NM_001978,20002
NM_002010,20002
NM_002012,20002
NM_002014,20002
NM_002035,20002
NM_002052,20002
NM_002062,20002
NM_002065,20002
NM_002080,20002
NM_002094,20002
NM_002096,20002
NM_002110,20002
NM_002121,20002
NM_002128,20002
NM_002131,20002
NM_002135,20002
NM_002146,20002
NM_002147,20002
NM_002167,20002
NM_002180,20002
NM_002185,20002
NM_002190,20002
NM_002204,20002
NM_002250,20002
NM_002254,20002
NM_002319,20002
NM_002344,20002
NM_002381,20002
NM_002382,20002
NM_002390,20002
NM_002428,20002
NM_002437,20002
NM_002468,20002
NM_002474,20002
NM_002518,20002
NM_002531,20002
NM_002568,20002
NM_002572,20002
NM_002576,20002
NM_002579,20002
NM_002603,20002
NM_002609,20002
NM_002628,20002
NM_002636,20002
NM_002644,20002
NM_002660,20002
NM_002673,20002
NM_002675,20002
NM_002725,20002
NM_002735,20002
NM_002739,20002
NM_002747,20002
NM_002752,20002
NM_002759,20002
NM_002773,20002
NM_002779,20002
NM_002790,20002
NM_002824,20002
NM_002826,20002
NM_002846,20002
NM_002870,20002
NM_002908,20002
NM_002914,20002
NM_002943,20002
NM_002990,20002
NM_002997,20002
NM_003006,20002
NM_003015,20002
NM_003023,20002
NM_003025,20002
NM_003029,20002
NM_003033,20002
NM_003039,20002
NM_003044,20002
NM_003060,20002
NM_003064,20002
NM_003079,20002
NM_003104,20002
NM_003123,20002
NM_003131,20002
NM_003135,20002
NM_003144,20002
NM_003145,20002
NM_003164,20002
NM_003202,20002
NM_003214,20002
NM_003239,20002
NM_003271,20002
NM_003288,20002
NM_003299,20002
NM_003333,20002
NM_003345,20002
NM_003359,20002
NM_003371,20002
NM_003400,20002
NM_003404,20002
NM_003418,20002
NM_003429,20002
NM_003441,20002
NM_003475,20002
NM_003486,20002
NM_003557,20002
NM_003590,20002
NM_003613,20002
NM_003617,20002
NM_003622,20002
NM_003632,20002
NM_003636,20002
NM_003639,20002
NM_003671,20002
NM_003693,20002
NM_003708,20002
NM_003737,20002
NM_003759,20002
NM_003771,20002
NM_003786,20002
NM_003811,20002
NM_003841,20002
NM_003844,20002
NM_003846,20002
NM_003855,20002
NM_003904,20002
NM_003929,20002
NM_003975,20002
NM_003979,20002
NM_003993,20002
NM_004041,20002
NM_004055,20002
NM_004072,20002
NM_004096,20002
NM_004097,20002
NM_004101,20002
NM_004107,20002
NM_004140,20002
NM_004162,20002
NM_004169,20002
NM_004180,20002
NM_004186,20002
NM_004188,20002
NM_004193,20002
NM_004228,20002
NM_004264,20002
NM_004270,20002
NM_004273,20002
NM_004283,20002
NM_004285,20002
NM_004308,20002
NM_004309,20002
NM_004343,20002
NM_004350,20002
NM_004359,20002
NM_004393,20002
NM_004402,20002
NM_004423,20002
NM_004427,20002
NM_004475,20002
NM_004485,20002
NM_004491,20002
NM_004507,20002
NM_004527,20002
NM_004528,20002
NM_004552,20002
NM_004573,20002
NM_004604,20002
NM_004631,20002
NM_004653,20002
NM_004662,20002
NM_004710,20002
NM_004711,20002
NM_004728,20002
NM_004742,20002
NM_004747,20002
NM_004786,20002
NM_004796,20002
NM_004802,20002
NM_004807,20002
NM_004823,20002
NM_004845,20002
NM_004848,20002
NM_004862,20002
NM_004879,20002
NM_004899,20002
NM_004914,20002
NM_004945,20002
NM_004959,20002
NM_004960,20002
NM_004968,20002
NM_004969,20002
NM_004975,20002
NM_004976,20002
NM_004995,20002
NM_005001,20002
NM_005036,20002
NM_005060,20002
NM_005073,20002
NM_005093,20002
NM_005109,20002
NM_005161,20002
NM_005165,20002
NM_005185,20002
NM_005207,20002
NM_005246,20002
NM_005253,20002
NM_005266,20002
NM_005282,20002
NM_005370,20002
NM_005386,20002
NM_005412,20002
NM_005413,20002
NM_005419,20002
NM_005420,20002
NM_005427,20002
NM_005434,20002
NM_005435,20002
NM_005447,20002
NM_005451,20002
NM_005479,20002
NM_005481,20002
NM_005484,20002
NM_005488,20002
NM_005508,20002
NM_005535,20002
NM_005539,20002
NM_005545,20002
NM_005556,20002
NM_005563,20002
NM_005590,20002
NM_005591,20002
NM_005598,20002
NM_005602,20002
NM_005630,20002
NM_005632,20002
NM_005656,20002
NM_005682,20002
NM_005699,20002
NM_005718,20002
NM_005729,20002
NM_005730,20002
NM_005736,20002
NM_005803,20002
NM_005817,20002
NM_005819,20002
NM_005873,20002
NM_005895,20002
NM_005910,20002
NM_005934,20002
NM_005956,20002
NM_005971,20002
NM_005975,20002
NM_006018,20002
NM_006022,20002
NM_006032,20002
NM_006033,20002
NM_006035,20002
NM_006052,20002
NM_006076,20002
NM_006085,20002
NM_006091,20002
NM_006109,20002
NM_006112,20002
NM_006114,20002
NM_006156,20002
NM_006179,20002
NM_006184,20002
NM_006194,20002
NM_006201,20002
NM_006239,20002
NM_006268,20002
NM_006279,20002
NM_006310,20002
NM_006319,20002
NM_006333,20002
NM_006334,20002
NM_006337,20002
NM_006338,20002
NM_006423,20002
NM_006452,20002
NM_006455,20002
NM_006460,20002
NM_006472,20002
NM_006474,20002
NM_006491,20002
NM_006503,20002
NM_006548,20002
NM_006586,20002
NM_006591,20002
NM_006598,20002
NM_006635,20002
NM_006645,20002
NM_006648,20002
NM_006662,20002
NM_006700,20002
NM_006767,20002
NM_006789,20002
NM_006794,20002
NM_006796,20002
NM_006804,20002
NM_006821,20002
NM_006830,20002
NM_006841,20002
NM_006875,20002
NM_006876,20002
NM_006883,20002
NM_006913,20002
NM_006937,20002
NM_006938,20002
NM_006943,20002
NM_006946,20002
NM_006959,20002
NM_006987,20002
NM_006989,20002
NM_006994,20002
NM_006995,20002
NM_007017,20002
NM_007024,20002
NM_007030,20002
NM_007037,20002
NM_007043,20002
NM_007045,20002
NM_007047,20002
NM_007048,20002
NM_007049,20002
NM_007050,20002
NM_007054,20002
NM_007069,20002
NM_007073,20002
NM_007076,20002
NM_007077,20002
NM_007184,20002
NM_007185,20002
NM_007195,20002
NM_007223,20002
NM_007236,20002
NM_007238,20002
NM_007260,20002
NM_007268,20002
NM_007271,20002
NM_007356,20002
NM_007364,20002
NM_009586,20002
NM_012106,20002
NM_012110,20002
NM_012117,20002
NM_012124,20002
NM_012171,20002
NM_012174,20002
NM_012192,20002
NM_012202,20002
NM_012207,20002
NM_012215,20002
NM_012239,20002
NM_012256,20002
NM_012264,20002
NM_012275,20002
NM_012290,20002
NM_012309,20002
NM_012324,20002
NM_012334,20002
NM_012343,20002
NM_012393,20002
NM_012427,20002
NM_012447,20002
NM_012453,20002
NM_012455,20002
NM_012458,20002
NM_012463,20002
NM_012478,20002
NM_013235,20002
NM_013247,20002
NM_013251,20002
NM_013258,20002
NM_013276,20002
NM_013277,20002
NM_013278,20002
NM_013286,20002
NM_013301,20002
NM_013365,20002
NM_013373,20002
NM_013376,20002
NM_013398,20002
NM_013443,20002
NM_013942,20002
NM_013958,20002
NM_013988,20002
NM_013999,20002
NM_014002,20002
NM_014026,20002
NM_014037,20002
NM_014063,20002
NM_014064,20002
NM_014143,20002
NM_014146,20002
NM_014149,20002
NM_014164,20002
NM_014171,20002
NM_014229,20002
NM_014238,20002
NM_014251,20002
NM_014276,20002
NM_014279,20002
NM_014282,20002
NM_014285,20002
NM_014292,20002
NM_014293,20002
NM_014316,20002
NM_014352,20002
NM_014353,20002
NM_014399,20002
NM_014402,20002
NM_014427,20002
NM_014441,20002
NM_014454,20002
NM_014468,20002
NM_014489,20002
NM_014503,20002
NM_014508,20002
NM_014551,20002
NM_014586,20002
NM_014601,20002
NM_014641,20002
NM_014662,20002
NM_014667,20002
NM_014672,20002
NM_014674,20002
NM_014690,20002
NM_014691,20002
NM_014698,20002
NM_014708,20002
NM_014715,20002
NM_014740,20002
NM_014741,20002
NM_014742,20002
NM_014747,20002
NM_014758,20002
NM_014762,20002
NM_014764,20002
NM_014783,20002
NM_014826,20002
NM_014849,20002
NM_014853,20002
NM_014866,20002
NM_014882,20002
NM_014903,20002
NM_014909,20002
NM_014910,20002
NM_014940,20002
NM_014941,20002
NM_014959,20002
NM_014976,20002
NM_015005,20002
NM_015012,20002
NM_015023,20002
NM_015024,20002
NM_015039,20002
NM_015043,20002
NM_015069,20002
NM_015073,20002
NM_015076,20002
NM_015077,20002
NM_015078,20002
NM_015079,20002
NM_015084,20002
NM_015086,20002
NM_015088,20002
NM_015133,20002
NM_015135,20002
NM_015139,20002
NM_015144,20002
NM_015157,20002
NM_015160,20002
NM_015162,20002
NM_015164,20002
NM_015202,20002
NM_015227,20002
NM_015254,20002
NM_015255,20002
NM_015266,20002
NM_015268,20002
NM_015277,20002
NM_015288,20002
NM_015326,20002
NM_015332,20002
NM_015345,20002
NM_015374,20002
NM_015411,20002
NM_015425,20002
NM_015453,20002
NM_015457,20002
NM_015470,20002
NM_015506,20002
NM_015527,20002
NM_015542,20002
NM_015560,20002
NM_015603,20002
NM_015626,20002
NM_015659,20002
NM_015679,20002
NM_015698,20002
NM_015710,20002
NM_015721,20002
NM_015725,20002
NM_015850,20002
NM_015913,20002
NM_015985,20002
NM_015995,20002
NM_016014,20002
NM_016032,20002
NM_016060,20002
NM_016075,20002
NM_016089,20002
NM_016091,20002
NM_016108,20002
NM_016124,20002
NM_016143,20002
NM_016147,20002
NM_016169,20002
NM_016175,20002
NM_016183,20002
NM_016224,20002
NM_016233,20002
NM_016263,20002
NM_016270,20002
NM_016287,20002
NM_016301,20002
NM_016329,20002
NM_016331,20002
NM_016337,20002
NM_016339,20002
NM_016340,20002
NM_016341,20002
NM_016343,20002
NM_016352,20002
NM_016353,20002
NM_016404,20002
NM_016448,20002
NM_016456,20002
NM_016458,20002
NM_016479,20002
NM_016485,20002
NM_016529,20002
NM_016535,20002
NM_016552,20002
NM_016570,20002
NM_016594,20002
NM_016605,20002
NM_016619,20002
NM_016625,20002
NM_016628,20002
NM_016834,20002
NM_016841,20002
NM_016848,20002
NM_017457,20002
NM_017508,20002
NM_017510,20002
NM_017522,20002
NM_017550,20002
NM_017575,20002
NM_017595,20002
NM_017596,20002
NM_017612,20002
NM_017628,20002
NM_017703,20002
NM_017721,20002
NM_017723,20002
NM_017726,20002
NM_017727,20002
NM_017729,20002
NM_017737,20002
NM_017749,20002
NM_017758,20002
NM_017760,20002
NM_017765,20002
NM_017781,20002
NM_017789,20002
NM_017815,20002
NM_017818,20002
NM_017844,20002
NM_017851,20002
NM_017853,20002
NM_017857,20002
NM_017877,20002
NM_017887,20002
NM_017906,20002
NM_017911,20002
NM_017921,20002
NM_017926,20002
NM_017972,20002
NM_018019,20002
NM_018026,20002
NM_018050,20002
NM_018059,20002
NM_018066,20002
NM_018067,20002
NM_018075,20002
NM_018077,20002
NM_018100,20002
NM_018105,20002
NM_018122,20002
NM_018138,20002
NM_018139,20002
NM_018140,20002
NM_018169,20002
NM_018189,20002
NM_018208,20002
NM_018222,20002
NM_018244,20002
NM_018294,20002
NM_018317,20002
NM_018321,20002
NM_018357,20002
NM_018358,20002
NM_018362,20002
NM_018371,20002
NM_018375,20002
NM_018381,20002
NM_018403,20002
NM_018407,20002
NM_018410,20002
NM_018455,20002
NM_018457,20002
NM_018485,20002
NM_018559,20002
NM_018711,20002
NM_018713,20002
NM_018836,20002
NM_018839,20002
NM_018844,20002
NM_018909,20002
NM_018931,20002
NM_018952,20002
NM_018965,20002
NM_018989,20002
NM_019009,20002
NM_019020,20002
NM_019023,20002
NM_019026,20002
NM_019034,20002
NM_019054,20002
NM_019109,20002
NM_019843,20002
NM_019884,20002
NM_020131,20002
NM_020143,20002
NM_020150,20002
NM_020163,20002
NM_020210,20002
NM_020239,20002
NM_020240,20002
NM_020251,20002
NM_020328,20002
NM_020360,20002
NM_020367,20002
NM_020376,20002
NM_020379,20002
NM_020405,20002
NM_020412,20002
NM_020443,20002
NM_020524,20002
NM_020638,20002
NM_020650,20002
NM_020682,20002
NM_020700,20002
NM_020701,20002
NM_020705,20002
NM_020710,20002
NM_020713,20002
NM_020721,20002
NM_020754,20002
NM_020759,20002
NM_020775,20002
NM_020776,20002
NM_020784,20002
NM_020822,20002
NM_020831,20002
NM_020834,20002
NM_020839,20002
NM_020857,20002
NM_020862,20002
NM_020898,20002
NM_020911,20002
NM_020950,20002
NM_020957,20002
NM_020960,20002
NM_021020,20002
NM_021033,20002
NM_021061,20002
NM_021117,20002
NM_021126,20002
NM_021151,20002
NM_021155,20002
NM_021165,20002
NM_021189,20002
NM_021200,20002
NM_021202,20002
NM_021203,20002
NM_021221,20002
NM_021258,20002
NM_021601,20002
NM_021615,20002
NM_021624,20002
NM_021628,20002
NM_021644,20002
NM_021646,20002
NM_021727,20002
NM_021728,20002
NM_021809,20002
NM_021821,20002
NM_021831,20002
NM_021910,20002
NM_021912,20002
NM_021926,20002
NM_021962,20002
NM_021967,20002
NM_021978,20002
NM_022006,20002
NM_022039,20002
NM_022042,20002
NM_022049,20002
NM_022060,20002
NM_022061,20002
NM_022066,20002
NM_022068,20002
NM_022071,20002
NM_022082,20002
NM_022098,20002
NM_022101,20002
NM_022121,20002
NM_022123,20002
NM_022140,20002
NM_022152,20002
NM_022157,20002
NM_022162,20002
NM_022166,20002
NM_022171,20002
NM_022307,20002
NM_022362,20002
NM_022367,20002
NM_022463,20002
NM_022480,20002
NM_022553,20002
NM_022717,20002
NM_022730,20002
NM_022742,20002
NM_022749,20002
NM_022762,20002
NM_022766,20002
NM_022767,20002
NM_022819,20002
NM_022834,20002
NM_022835,20002
NM_022839,20002
NM_022844,20002
NM_022911,20002
NM_022978,20002
NM_023075,20002
NM_023105,20002
NM_023110,20002
NM_023923,20002
NM_023932,20002
NM_024009,20002
NM_024033,20002
NM_024034,20002
NM_024050,20002
NM_024053,20002
NM_024055,20002
NM_024077,20002
NM_024079,20002
NM_024081,20002
NM_024103,20002
NM_024114,20002
NM_024121,20002
NM_024319,20002
NM_024320,20002
NM_024325,20002
NM_024333,20002
NM_024420,20002
NM_024511,20002
NM_024513,20002
NM_024541,20002
NM_024570,20002
NM_024573,20002
NM_024578,20002
NM_024597,20002
NM_024599,20002
NM_024620,20002
NM_024623,20002
NM_024638,20002
NM_024653,20002
NM_024707,20002
NM_024717,20002
NM_024733,20002
NM_024734,20002
NM_024735,20002
NM_024751,20002
NM_024754,20002
NM_024757,20002
NM_024768,20002
NM_024798,20002
NM_024807,20002
NM_024844,20002
NM_024917,20002
NM_024926,20002
NM_024946,20002
NM_024960,20002
NM_024963,20002
NM_024967,20002
NM_025014,20002
NM_025049,20002
NM_025185,20002
NM_025187,20002
NM_025193,20002
NM_025201,20002
NM_025202,20002
NM_025204,20002
NM_025243,20002
NM_025248,20002
NM_025258,20002
NM_025263,20002
NM_030630,20002
NM_030640,20002
NM_030641,20002
NM_030648,20002
NM_030770,20002
NM_030784,20002
NM_030808,20002
NM_030810,20002
NM_030813,20002
NM_030816,20002
NM_030820,20002
NM_030877,20002
NM_030908,20002
NM_030912,20002
NM_030914,20002
NM_030920,20002
NM_030930,20002
NM_030939,20002
NM_030971,20002
NM_031231,20002
NM_031232,20002
NM_031244,20002
NM_031281,20002
NM_031300,20002
NM_031444,20002
NM_031450,20002
NM_031459,20002
NM_031466,20002
NM_031476,20002
NM_031488,20002
NM_031492,20002
NM_031900,20002
NM_031912,20002
NM_031965,20002
NM_032013,20002
NM_032029,20002
NM_032048,20002
NM_032151,20002
NM_032174,20002
NM_032175,20002
NM_032182,20002
NM_032194,20002
NM_032204,20002
NM_032206,20002
NM_032207,20002
NM_032214,20002
NM_032279,20002
NM_032285,20002
NM_032289,20002
NM_032295,20002
NM_032312,20002
NM_032325,20002
NM_032336,20002
NM_032338,20002
NM_032340,20002
NM_032423,20002
NM_032447,20002
NM_032450,20002
NM_032453,20002
NM_032463,20002
NM_032464,20002
NM_032472,20002
NM_032485,20002
NM_032486,20002
NM_032493,20002
NM_032494,20002
NM_032513,20002
NM_032564,20002
NM_032587,20002
NM_032603,20002
NM_032632,20002
NM_032667,20002
NM_032689,20002
NM_032737,20002
NM_032738,20002
NM_032773,20002
NM_032784,20002
NM_032800,20002
NM_032831,20002
NM_032833,20002
NM_032838,20002
NM_032856,20002
NM_032865,20002
NM_032866,20002
NM_032878,20002
NM_032892,20002
NM_032906,20002
NM_032929,20002
NM_032940,20002
NM_032974,20002
NM_032976,20002
NM_032977,20002
NM_032996,20002
NM_033018,20002
NM_033088,20002
NM_033131,20002
NM_033151,20002
NM_033161,20002
NM_033204,20002
NM_033238,20002
NM_033246,20002
NM_033249,20002
NM_033255,20002
NM_033259,20002
NM_033274,20002
NM_033316,20002
NM_033318,20002
NM_033331,20002
NM_033355,20002
NM_033356,20002
NM_033386,20002
NM_033390,20002
NM_033396,20002
NM_033421,20002
NM_033453,20002
NM_033510,20002
NM_033542,20002
NM_033549,20002
NM_052854,20002
NM_052855,20002
NM_052859,20002
NM_052862,20002
NM_052876,20002
NM_052884,20002
NM_052897,20002
NM_052902,20002
NM_052968,20002
NM_053279,20002
NM_054022,20002
NM_057161,20002
NM_058166,20002
NM_058192,20002
NM_058219,20002
NM_058238,20002
NM_078476,20002
NM_078483,20002
NM_080599,20002
NM_080603,20002
NM_080625,20002
NM_080626,20002
NM_080627,20002
NM_080652,20002
NM_080656,20002
NM_080721,20002
NM_080819,20002
NM_080822,20002
NM_080862,20002
NM_080873,20002
NM_080912,20002
NM_080913,20002
NM_080914,20002
NM_100264,20002
NM_100486,20002
NM_130388,20002
NM_130459,20002
NM_130465,20002
NM_130783,20002
NM_130797,20002
NM_130807,20002
NM_130810,20002
NM_130831,20002
NM_130833,20002
NM_130834,20002
NM_130835,20002
NM_130836,20002
NM_130837,20002
NM_130901,20002
NM_130906,20002
NM_133170,20002
NM_133171,20002
NM_133180,20002
NM_133267,20002
NM_133328,20002
NM_133373,20002
NM_133448,20002
NM_133476,20002
NM_133496,20002
NM_133635,20002
NM_134263,20002
NM_134265,20002
NM_134425,20002
NM_134426,20002
NM_138287,20002
NM_138376,20002
NM_138378,20002
NM_138402,20002
NM_138408,20002
NM_138410,20002
NM_138413,20002
NM_138430,20002
NM_138471,20002
NM_138575,20002
NM_138700,20002
NM_138701,20002
NM_138736,20002
NM_138814,20002
NM_138967,20002
NM_139075,20002
NM_139242,20002
NM_139246,20002
NM_139280,20002
NM_139284,20002
NM_139323,20002
NM_144572,20002
NM_144579,20002
NM_144582,20002
NM_144583,20002
NM_144601,20002
NM_144659,20002
NM_144671,20002
NM_144677,20002
NM_144694,20002
NM_144695,20002
NM_144711,20002
NM_144779,20002
NM_144997,20002
NM_145015,20002
NM_145019,20002
NM_145020,20002
NM_145021,20002
NM_145027,20002
NM_145043,20002
NM_145048,20002
NM_145052,20002
NM_145059,20002
NM_145063,20002
NM_145074,20002
NM_145112,20002
NM_145113,20002
NM_145114,20002
NM_145165,20002
NM_145182,20002
NM_145186,20002
NM_145245,20002
NM_145254,20002
NM_145273,20002
NM_145277,20002
NM_145309,20002
NM_145350,20002
NM_145689,20002
NM_145691,20002
NM_145693,20002
NM_145698,20002
NM_145899,20002
NM_145901,20002
NM_145903,20002
NM_145905,20002
NM_147147,20002
NM_148918,20002
NM_152243,20002
NM_152259,20002
NM_152263,20002
NM_152267,20002
NM_152279,20002
NM_152299,20002
NM_152307,20002
NM_152331,20002
NM_152333,20002
NM_152341,20002
NM_152367,20002
NM_152424,20002
NM_152444,20002
NM_152468,20002
NM_152478,20002
NM_152542,20002
NM_152545,20002
NM_152550,20002
NM_152565,20002
NM_152654,20002
NM_152658,20002
NM_152696,20002
NM_152699,20002
NM_152737,20002
NM_152753,20002
NM_152756,20002
NM_152832,20002
NM_152932,20002
NM_153001,20002
NM_153002,20002
NM_153021,20002
NM_153026,20002
NM_153247,20002
NM_153266,20002
NM_153329,20002
NM_153337,20002
NM_153347,20002
NM_153348,20002
NM_153367,20002
NM_153605,20002
NM_153611,20002
NM_153636,20002
NM_153638,20002
NM_153647,20002
NM_153648,20002
NM_153701,20002
NM_153712,20002
NM_153713,20002
NM_153766,20002
NM_153767,20002
NM_170604,20002
NM_170706,20002
NM_170743,20002
NM_172056,20002
NM_172057,20002
NM_172236,20002
NM_172367,20002
NM_173050,20002
NM_173064,20002
NM_173157,20002
NM_173170,20002
NM_173207,20002
NM_173209,20002
NM_173344,20002
NM_173355,20002
NM_173531,20002
NM_173537,20002
NM_173547,20002
NM_173554,20002
NM_173555,20002
NM_173633,20002
NM_173650,20002
NM_173657,20002
NM_173660,20002
NM_173663,20002
NM_173666,20002
NM_173676,20002
NM_173694,20002
NM_173728,20002
NM_173801,20002
NM_173810,20002
NM_173815,20002
NM_173832,20002
NM_173854,20002
NM_174886,20002
NM_174892,20002
NM_174898,20002
NM_174902,20002
NM_174963,20002
NM_174964,20002
NM_174965,20002
NM_174966,20002
NM_174967,20002
NM_174968,20002
NM_174969,20002
NM_174970,20002
NM_174971,20002
NM_175073,20002
NM_175077,20002
NM_175630,20002
NM_175733,20002
NM_175738,20002
NM_175769,20002
NM_176805,20002
NM_177402,20002
NM_177403,20002
NM_177417,20002
NM_177444,20002
NM_177533,20002
NM_177538,20002
NM_177550,20002
NM_177559,20002
NM_177972,20002
NM_177977,20002
NM_178170,20002
NM_178232,20002
NM_178348,20002
NM_178351,20002
NM_178441,20002
NM_178511,20002
NM_178517,20002
NM_178526,20002
NM_178545,20002
NM_178547,20002
NM_178554,20002
NM_178578,20002
NM_178580,20002
NM_178818,20002
NM_178821,20002
NM_178842,20002
NM_178844,20002
NM_178858,20002
NM_178859,20002
NM_180699,20002
NM_181357,20002
NM_181425,20002
NM_181457,20002
NM_181459,20002
NM_181460,20002
NM_181461,20002
NM_181471,20002
NM_181472,20002
NM_181489,20002
NM_181493,20002
NM_181521,20002
NM_181526,20002
NM_181531,20002
NM_181553,20002
NM_181644,20002
NM_181674,20002
NM_181675,20002
NM_181676,20002
NM_181678,20002
NM_181689,20002
NM_181703,20002
NM_181744,20002
NM_181774,20002
NM_181775,20002
NM_181776,20002
NM_181806,20002
NM_181833,20002
NM_181846,20002
NM_181861,20002
NM_181873,20002
NM_182487,20002
NM_182513,20002
NM_182517,20002
NM_182523,20002
NM_182524,20002
NM_182527,20002
NM_182536,20002
NM_182573,20002
NM_182612,20002
NM_182616,20002
NM_182703,20002
NM_182764,20002
NM_182802,20002
NM_182811,20002
NM_182854,20002
NM_182894,20002
NM_182913,20002
NM_182970,20002
NM_182977,20002
NM_183001,20002
NM_183059,20002
NM_183243,20002
NM_183425,20002
NM_194248,20002
NM_194252,20002
NM_194259,20002
NM_194261,20002
NM_194286,20002
NM_194322,20002
NM_194323,20002
NM_194429,20002
NM_197957,20002
NM_197961,20002
NM_197965,20002
NM_197974,20002
NM_198040,20002
NM_198082,20002
NM_198147,20002
NM_198186,20002
NM_198188,20002
NM_198207,20002
NM_198212,20002
NM_198253,20002
NM_198291,20002
NM_198320,20002
NM_198389,20002
NM_198402,20002
NM_198456,20002
NM_198458,20002
NM_198468,20002
NM_198476,20002
NM_198491,20002
NM_198526,20002
NM_198530,20002
NM_198545,20002
NM_198580,20002
NM_198589,20002
NM_198590,20002
NM_198591,20002
NM_198799,20002
NM_198843,20002
NM_198867,20002
NM_198868,20002
NM_198925,20002
NM_198955,20002
NM_199046,20002
NM_199121,20002
NM_199162,20002
NM_199191,20002
NM_199192,20002
NM_199193,20002
NM_199194,20002
NM_199242,20002
NM_199285,20002
NM_199359,20002
NM_199360,20002
NM_199361,20002
NM_199362,20002
NM_199363,20002
NM_199487,20002
NM_201520,20002
NM_201524,20002
NM_201525,20002
NM_201526,20002
NM_201627,20002
NM_201630,20002
NM_201634,20002
NM_201636,20002
NM_201995,20002
NM_201997,20002
NM_201998,20002
NM_202004,20002
NM_203352,20002
NM_203390,20002
NM_203399,20002
NM_203401,20002
NM_203451,20002
NM_203456,20002
NM_206539,20002
NM_206894,20002
NM_206925,20002
NM_206961,20002
NM_206965,20002
NM_207113,20002
NM_207303,20002
NM_207309,20002
NM_207317,20002
NM_207340,20002
NM_207360,20002
NM_207390,20002
NM_207391,20002
NM_207411,20002
NM_207584,20002
NM_212460,20002
NM_212550,20002
NM_212551,20002
NM_213604,20002
NM_213609,20002
NM_213613,20002
NM_213636,20002
NM_213652,20002
NM_213653,20002
NM_214710,20002
XM_005245599,20002
XM_005245790,20002
XM_005246651,20002
XM_005247762,20002
XM_005248307,20002
XM_005248833,20002
XM_005248849,20002
XM_005249547,20002
XM_005249996,20002
XM_005250154,20002
XM_005252140,20002
XM_005253102,20002
XM_005253229,20002
XM_005254372,20002
XM_005254730,20002
XM_005255315,20002
XM_005256248,20002
XM_005256542,20002
XM_005257949,20002
