molecule,eigenvector
NM_003458,0.012283422344058749
NM_001370342,0.012272731615648222
NM_003836,0.0122701663158895
NM_152897,0.012263147121274586
NM_013398,0.012256220438728807
XM_017025681,0.012247956351021046
NM_001249,0.012243061597995432
NM_000389,0.012232490028895484
NM_001252006,0.012232476992683308
NM_001252007,0.012232476992683308
NM_007219,0.012224611220162756
NM_004180,0.012223925137069451
NM_017629,0.01222182670904388
NM_001134742,0.012220417522105816
NM_182517,0.012216024174222597
NM_001130699,0.012212642289872996
NM_005254,0.012184938283467686
NM_021020,0.012181488117757548
NM_001109754,0.012179944010135007
NM_000242,0.012165699287600506
NM_004293,0.012163753520488074
NM_001258401,0.012161464820464575
NM_001081752,0.012156494664559134
NM_001081753,0.012156494664559134
NM_001081754,0.012156494664559134
NM_001081755,0.012156494664559134
NM_001278912,0.012156494664559134
NM_001278914,0.012156494664559134
NM_001278915,0.012156494664559134
NM_001278918,0.012156494664559134
NM_001278939,0.012156494664559134
NM_001303426,0.012143503728861199
NM_001080744,0.012141951652781386
NM_001244889,0.012133099952955658
NM_170744,0.012133099952955658
NM_020964,0.01213258179128861
NM_052845,0.012118060600491466
NM_001135662,0.012114022418636655
NM_153766,0.012109328098594078
NM_003250,0.01210883812691431
XM_005266660,0.012104681976159125
NM_000373,0.012097718424110351
NM_001243076,0.012097021868544763
NM_134442,0.012075388497300516
NM_004171,0.012067336489526575
XM_017018139,0.012067336489526575
NM_001353116,0.012053009343758664
NM_005822,0.012052763416659406
NM_001197246,0.012052052893867272
