from,to
hsa-miR-539-5p,XM_047438762
hsa-miR-539-5p,XM_047444702
hsa-miR-541-3p,NM_001001653
hsa-miR-541-3p,NM_001018837
hsa-miR-541-3p,NM_001025205
hsa-miR-541-3p,NM_001031848
hsa-miR-541-3p,NM_001083113
hsa-miR-541-3p,NM_001098797
hsa-miR-541-3p,NM_001130991
hsa-miR-541-3p,NM_001136158
hsa-miR-541-3p,NM_001144876
hsa-miR-541-3p,NM_001184924
hsa-miR-541-3p,NM_001185057
hsa-miR-541-3p,NM_001199266
hsa-miR-541-3p,NM_001199267
hsa-miR-541-3p,NM_001199268
hsa-miR-541-3p,NM_001199875
hsa-miR-541-3p,NM_001199876
hsa-miR-541-3p,NM_001199877
hsa-miR-541-3p,NM_001202559
hsa-miR-541-3p,NM_001204887
hsa-miR-541-3p,NM_001253775
hsa-miR-541-3p,NM_001267708
hsa-miR-541-3p,NM_001276309
hsa-miR-541-3p,NM_001278717
hsa-miR-541-3p,NM_001285387
hsa-miR-541-3p,NM_001287740
hsa-miR-541-3p,NM_001288987
hsa-miR-541-3p,NM_001304562
hsa-miR-541-3p,NM_001309842
hsa-miR-541-3p,NM_001318
hsa-miR-541-3p,NM_001318833
hsa-miR-541-3p,NM_001323960
hsa-miR-541-3p,NM_001367886
hsa-miR-541-3p,NM_001387360
hsa-miR-541-3p,NM_001540
hsa-miR-541-3p,NM_001608
hsa-miR-541-3p,NM_001878
hsa-miR-541-3p,NM_002442
hsa-miR-541-3p,NM_002695
hsa-miR-541-3p,NM_003026
hsa-miR-541-3p,NM_003778
hsa-miR-541-3p,NM_003862
hsa-miR-541-3p,NM_004383
hsa-miR-541-3p,NM_004732
hsa-miR-541-3p,NM_005523
hsa-miR-541-3p,NM_005854
hsa-miR-541-3p,NM_006541
hsa-miR-541-3p,NM_006675
hsa-miR-541-3p,NM_015102
hsa-miR-541-3p,NM_015226
hsa-miR-541-3p,NM_016541
hsa-miR-541-3p,NM_016569
hsa-miR-541-3p,NM_016647
hsa-miR-541-3p,NM_020956
hsa-miR-541-3p,NM_022744
hsa-miR-541-3p,NM_024017
hsa-miR-541-3p,NM_024119
hsa-miR-541-3p,NM_033112
hsa-miR-541-3p,NM_033504
hsa-miR-541-3p,NM_139208
hsa-miR-541-3p,NM_144962
hsa-miR-541-3p,NM_145173
hsa-miR-541-3p,NM_153025
hsa-miR-541-3p,NM_173587
hsa-miR-541-3p,NM_173618
hsa-miR-541-3p,NM_174919
hsa-miR-541-3p,NM_176795
hsa-miR-541-3p,NM_177983
hsa-miR-541-3p,NM_198490
hsa-miR-541-3p,NM_203285
hsa-miR-541-3p,NM_205548
hsa-miR-541-3p,NM_212543
hsa-miR-541-3p,XM_006713800
hsa-miR-541-3p,XM_024451108
hsa-miR-541-3p,XM_047426311
hsa-miR-541-3p,XM_047426313
hsa-miR-541-3p,XM_047434506
hsa-miR-541-5p,NM_000100
hsa-miR-541-5p,NM_000686
hsa-miR-541-5p,NM_001001556
hsa-miR-541-5p,NM_001005744
hsa-miR-541-5p,NM_001005745
hsa-miR-541-5p,NM_001010848
hsa-miR-541-5p,NM_001011667
hsa-miR-541-5p,NM_001011668
hsa-miR-541-5p,NM_001011669
hsa-miR-541-5p,NM_001011670
hsa-miR-541-5p,NM_001011671
hsa-miR-541-5p,NM_001031741
hsa-miR-541-5p,NM_001076785
hsa-miR-541-5p,NM_001102603
hsa-miR-541-5p,NM_001130957
hsa-miR-541-5p,NM_001160030
hsa-miR-541-5p,NM_001160305
hsa-miR-541-5p,NM_001163418
hsa-miR-541-5p,NM_001165973
hsa-miR-541-5p,NM_001166534
hsa-miR-541-5p,NM_001170629
hsa-miR-541-5p,NM_001170779
hsa-miR-541-5p,NM_001170784
hsa-miR-541-5p,NM_001171888
hsa-miR-541-5p,NM_001195430
hsa-miR-541-5p,NM_001242546
hsa-miR-541-5p,NM_001242548
hsa-miR-541-5p,NM_001243
hsa-miR-541-5p,NM_001256403
hsa-miR-541-5p,NM_001256574
hsa-miR-541-5p,NM_001256576
hsa-miR-541-5p,NM_001267040
hsa-miR-541-5p,NM_001276277
hsa-miR-541-5p,NM_001280800
hsa-miR-541-5p,NM_001281430
hsa-miR-541-5p,NM_001282682
hsa-miR-541-5p,NM_001282687
hsa-miR-541-5p,NM_001284237
hsa-miR-541-5p,NM_001286353
hsa-miR-541-5p,NM_001300741
hsa-miR-541-5p,NM_001303145
hsa-miR-541-5p,NM_001303458
hsa-miR-541-5p,NM_001308175
hsa-miR-541-5p,NM_001308426
hsa-miR-541-5p,NM_001308427
hsa-miR-541-5p,NM_001308428
hsa-miR-541-5p,NM_001308431
hsa-miR-541-5p,NM_001308433
hsa-miR-541-5p,NM_001308435
hsa-miR-541-5p,NM_001317859
hsa-miR-541-5p,NM_001317995
hsa-miR-541-5p,NM_001318511
hsa-miR-541-5p,NM_001318737
hsa-miR-541-5p,NM_001319183
hsa-miR-541-5p,NM_001319846
hsa-miR-541-5p,NM_001322126
hsa-miR-541-5p,NM_001328
hsa-miR-541-5p,NM_001354046
hsa-miR-541-5p,NM_001365745
hsa-miR-541-5p,NM_001365748
hsa-miR-541-5p,NM_001370082
hsa-miR-541-5p,NM_001376914
hsa-miR-541-5p,NM_001376938
hsa-miR-541-5p,NM_001377188
hsa-miR-541-5p,NM_001385503
hsa-miR-541-5p,NM_001385514
hsa-miR-541-5p,NM_001385624
hsa-miR-541-5p,NM_001388447
hsa-miR-541-5p,NM_002345
hsa-miR-541-5p,NM_002411
hsa-miR-541-5p,NM_002558
hsa-miR-541-5p,NM_002629
hsa-miR-541-5p,NM_002998
hsa-miR-541-5p,NM_003372
hsa-miR-541-5p,NM_003633
hsa-miR-541-5p,NM_004355
hsa-miR-541-5p,NM_004715
hsa-miR-541-5p,NM_004973
hsa-miR-541-5p,NM_005233
hsa-miR-541-5p,NM_005296
hsa-miR-541-5p,NM_005493
hsa-miR-541-5p,NM_005793
hsa-miR-541-5p,NM_014003
hsa-miR-541-5p,NM_014065
hsa-miR-541-5p,NM_014652
hsa-miR-541-5p,NM_015677
hsa-miR-541-5p,NM_015957
hsa-miR-541-5p,NM_016004
hsa-miR-541-5p,NM_016045
hsa-miR-541-5p,NM_017652
hsa-miR-541-5p,NM_018221
hsa-miR-541-5p,NM_018691
hsa-miR-541-5p,NM_018927
hsa-miR-541-5p,NM_018939
hsa-miR-541-5p,NM_020439
hsa-miR-541-5p,NM_020787
hsa-miR-541-5p,NM_020920
hsa-miR-541-5p,NM_021269
hsa-miR-541-5p,NM_021633
hsa-miR-541-5p,NM_021957
hsa-miR-541-5p,NM_024812
hsa-miR-541-5p,NM_024860
hsa-miR-541-5p,NM_032101
hsa-miR-541-5p,NM_032405
hsa-miR-541-5p,NM_032834
hsa-miR-541-5p,NM_032905
hsa-miR-541-5p,NM_033288
hsa-miR-541-5p,NM_130794
hsa-miR-541-5p,NM_144722
hsa-miR-541-5p,NM_153486
hsa-miR-541-5p,NM_173807
hsa-miR-541-5p,NM_181661
hsa-miR-541-5p,NM_181785
hsa-miR-541-5p,NM_182644
hsa-miR-541-5p,NM_198283
hsa-miR-541-5p,NM_198404
hsa-miR-541-5p,XM_005262769
hsa-miR-541-5p,XM_005264716
hsa-miR-541-5p,XM_005270427
hsa-miR-541-5p,XM_005274005
hsa-miR-541-5p,XM_006712761
hsa-miR-541-5p,XM_011511872
hsa-miR-541-5p,XM_011517212
hsa-miR-541-5p,XM_017000945
hsa-miR-541-5p,XM_017001866
hsa-miR-541-5p,XM_017001867
hsa-miR-541-5p,XM_017006266
hsa-miR-541-5p,XM_017017875
hsa-miR-541-5p,XM_024447781
hsa-miR-541-5p,XM_047417770
hsa-miR-541-5p,XM_047417816
hsa-miR-541-5p,XM_047428584
hsa-miR-541-5p,XM_047434665
hsa-miR-541-5p,XM_047436461
hsa-miR-541-5p,XM_047439641
hsa-miR-541-5p,XM_047449352
hsa-miR-541-5p,XM_047449643
hsa-miR-543,NM_000096
hsa-miR-543,NM_000217
hsa-miR-543,NM_001001557
hsa-miR-543,NM_001002926
hsa-miR-543,NM_001004720
hsa-miR-543,NM_001005738
hsa-miR-543,NM_001024934
hsa-miR-543,NM_001024935
hsa-miR-543,NM_001024936
hsa-miR-543,NM_001031804
hsa-miR-543,NM_001039469
hsa-miR-543,NM_001042414
hsa-miR-543,NM_001048249
hsa-miR-543,NM_001076781
hsa-miR-543,NM_001080209
hsa-miR-543,NM_001081
hsa-miR-543,NM_001083907
hsa-miR-543,NM_001083926
hsa-miR-543,NM_001098491
hsa-miR-543,NM_001098492
hsa-miR-543,NM_001098493
hsa-miR-543,NM_001098494
hsa-miR-543,NM_001098496
hsa-miR-543,NM_001099676
hsa-miR-543,NM_001100159
hsa-miR-543,NM_001100169
hsa-miR-543,NM_001100170
hsa-miR-543,NM_001100420
hsa-miR-543,NM_001100421
hsa-miR-543,NM_001109977
hsa-miR-543,NM_001112704
hsa-miR-543,NM_001113398
hsa-miR-543,NM_001126121
hsa-miR-543,NM_001126122
hsa-miR-543,NM_001127244
hsa-miR-543,NM_001127245
hsa-miR-543,NM_001127507
hsa-miR-543,NM_001128855
hsa-miR-543,NM_001130446
hsa-miR-543,NM_001134479
hsa-miR-543,NM_001142334
hsa-miR-543,NM_001143779
hsa-miR-543,NM_001144874
hsa-miR-543,NM_001145195
hsa-miR-543,NM_001145426
hsa-miR-543,NM_001145734
hsa-miR-543,NM_001145923
hsa-miR-543,NM_001146032
hsa-miR-543,NM_001158261
hsa-miR-543,NM_001160302
hsa-miR-543,NM_001160306
hsa-miR-543,NM_001166345
hsa-miR-543,NM_001170402
hsa-miR-543,NM_001170633
hsa-miR-543,NM_001193388
hsa-miR-543,NM_001193389
hsa-miR-543,NM_001193628
hsa-miR-543,NM_001195125
hsa-miR-543,NM_001195422
hsa-miR-543,NM_001199282
hsa-miR-543,NM_001199534
hsa-miR-543,NM_001199899
hsa-miR-543,NM_001201370
hsa-miR-543,NM_001207010
hsa-miR-543,NM_001242333
hsa-miR-543,NM_001242334
hsa-miR-543,NM_001242508
hsa-miR-543,NM_001242769
hsa-miR-543,NM_001242784
hsa-miR-543,NM_001243963
hsa-miR-543,NM_001253914
hsa-miR-543,NM_001256524
hsa-miR-543,NM_001256917
hsa-miR-543,NM_001267865
hsa-miR-543,NM_001267866
hsa-miR-543,NM_001276414
hsa-miR-543,NM_001278426
hsa-miR-543,NM_001278427
hsa-miR-543,NM_001282733
hsa-miR-543,NM_001282734
hsa-miR-543,NM_001282973
hsa-miR-543,NM_001284333
hsa-miR-543,NM_001284363
hsa-miR-543,NM_001286692
hsa-miR-543,NM_001286693
hsa-miR-543,NM_001288973
hsa-miR-543,NM_001290263
hsa-miR-543,NM_001291411
hsa-miR-543,NM_001300730
hsa-miR-543,NM_001300925
hsa-miR-543,NM_001302454
hsa-miR-543,NM_001303422
hsa-miR-543,NM_001305225
hsa-miR-543,NM_001308119
hsa-miR-543,NM_001308121
hsa-miR-543,NM_001318104
hsa-miR-543,NM_001319108
hsa-miR-543,NM_001322903
hsa-miR-543,NM_001322905
hsa-miR-543,NM_001322906
hsa-miR-543,NM_001322908
hsa-miR-543,NM_001326381
hsa-miR-543,NM_001330418
hsa-miR-543,NM_001345984
hsa-miR-543,NM_001347884
hsa-miR-543,NM_001348190
hsa-miR-543,NM_001349008
hsa-miR-543,NM_001350742
hsa-miR-543,NM_001354154
hsa-miR-543,NM_001363755
hsa-miR-543,NM_001364905
hsa-miR-543,NM_001367550
hsa-miR-543,NM_001370333
hsa-miR-543,NM_001370334
hsa-miR-543,NM_001370335
hsa-miR-543,NM_001371113
hsa-miR-543,NM_001371909
hsa-miR-543,NM_001372107
hsa-miR-543,NM_001375271
hsa-miR-543,NM_001375272
hsa-miR-543,NM_001375273
hsa-miR-543,NM_001375820
hsa-miR-543,NM_001376016
hsa-miR-543,NM_001376017
hsa-miR-543,NM_001376019
hsa-miR-543,NM_001376023
hsa-miR-543,NM_001376025
hsa-miR-543,NM_001376026
hsa-miR-543,NM_001376336
hsa-miR-543,NM_001376342
hsa-miR-543,NM_001376360
hsa-miR-543,NM_001376570
hsa-miR-543,NM_001385256
hsa-miR-543,NM_001385259
hsa-miR-543,NM_001385260
hsa-miR-543,NM_001393379
hsa-miR-543,NM_001394934
hsa-miR-543,NM_001394939
hsa-miR-543,NM_001395400
hsa-miR-543,NM_002053
hsa-miR-543,NM_002271
hsa-miR-543,NM_002363
hsa-miR-543,NM_002611
hsa-miR-543,NM_002726
hsa-miR-543,NM_002761
hsa-miR-543,NM_002915
hsa-miR-543,NM_003114
hsa-miR-543,NM_003245
hsa-miR-543,NM_003381
hsa-miR-543,NM_003419
hsa-miR-543,NM_003463
hsa-miR-543,NM_003651
hsa-miR-543,NM_003749
hsa-miR-543,NM_003895
hsa-miR-543,NM_003931
hsa-miR-543,NM_004244
hsa-miR-543,NM_004301
hsa-miR-543,NM_004582
hsa-miR-543,NM_004810
hsa-miR-543,NM_004885
hsa-miR-543,NM_005316
hsa-miR-543,NM_005398
hsa-miR-543,NM_005559
hsa-miR-543,NM_005584
hsa-miR-543,NM_006570
hsa-miR-543,NM_006726
hsa-miR-543,NM_006765
hsa-miR-543,NM_006852
hsa-miR-543,NM_006915
hsa-miR-543,NM_007068
hsa-miR-543,NM_007175
hsa-miR-543,NM_012310
hsa-miR-543,NM_014055
hsa-miR-543,NM_014245
hsa-miR-543,NM_014320
hsa-miR-543,NM_014394
hsa-miR-543,NM_014671
hsa-miR-543,NM_014689
hsa-miR-543,NM_014875
hsa-miR-543,NM_014915
hsa-miR-543,NM_015124
hsa-miR-543,NM_015380
hsa-miR-543,NM_015668
hsa-miR-543,NM_015688
hsa-miR-543,NM_015975
hsa-miR-543,NM_016044
hsa-miR-543,NM_016297
hsa-miR-543,NM_016377
hsa-miR-543,NM_016422
hsa-miR-543,NM_016551
hsa-miR-543,NM_016932
hsa-miR-543,NM_017447
hsa-miR-543,NM_017593
hsa-miR-543,NM_017625
hsa-miR-543,NM_017785
hsa-miR-543,NM_017822
hsa-miR-543,NM_017898
hsa-miR-543,NM_017919
hsa-miR-543,NM_018030
hsa-miR-543,NM_018303
hsa-miR-543,NM_018462
hsa-miR-543,NM_018840
hsa-miR-543,NM_019594
hsa-miR-543,NM_020343
hsa-miR-543,NM_020530
hsa-miR-543,NM_020843
hsa-miR-543,NM_020871
hsa-miR-543,NM_021016
hsa-miR-543,NM_021240
hsa-miR-543,NM_021734
hsa-miR-543,NM_022353
hsa-miR-543,NM_022829
hsa-miR-543,NM_022902
hsa-miR-543,NM_024490
hsa-miR-543,NM_024611
hsa-miR-543,NM_024691
hsa-miR-543,NM_024764
hsa-miR-543,NM_025080
hsa-miR-543,NM_025138
hsa-miR-543,NM_032195
hsa-miR-543,NM_032246
hsa-miR-543,NM_032286
hsa-miR-543,NM_032620
hsa-miR-543,NM_032949
hsa-miR-543,NM_033655
hsa-miR-543,NM_052864
hsa-miR-543,NM_052870
hsa-miR-543,NM_053045
hsa-miR-543,NM_080597
hsa-miR-543,NM_080629
hsa-miR-543,NM_130811
hsa-miR-543,NM_133644
hsa-miR-543,NM_138337
hsa-miR-543,NM_138400
hsa-miR-543,NM_138782
hsa-miR-543,NM_138927
hsa-miR-543,NM_144681
hsa-miR-543,NM_144987
hsa-miR-543,NM_145891
hsa-miR-543,NM_145892
hsa-miR-543,NM_145893
hsa-miR-543,NM_152503
hsa-miR-543,NM_152623
hsa-miR-543,NM_152725
hsa-miR-543,NM_170600
hsa-miR-543,NM_170719
hsa-miR-543,NM_173545
hsa-miR-543,NM_178120
hsa-miR-543,NM_178328
hsa-miR-543,NM_178329
hsa-miR-543,NM_183045
hsa-miR-543,NM_194435
hsa-miR-543,NM_198892
hsa-miR-543,NM_199160
hsa-miR-543,NM_199204
hsa-miR-543,NM_201623
hsa-miR-543,NM_203364
hsa-miR-543,NM_203446
hsa-miR-543,XM_005251832
hsa-miR-543,XM_006712960
hsa-miR-543,XM_006717016
hsa-miR-543,XM_006723120
hsa-miR-543,XM_011515121
hsa-miR-543,XM_011522546
hsa-miR-543,XM_011532220
hsa-miR-543,XM_011545266
hsa-miR-543,XM_017004664
hsa-miR-543,XM_017004665
hsa-miR-543,XM_017005167
hsa-miR-543,XM_017008873
hsa-miR-543,XM_017011380
hsa-miR-543,XM_017023322
hsa-miR-543,XM_017023332
hsa-miR-543,XM_017024050
hsa-miR-543,XM_017024051
hsa-miR-543,XM_017024054
hsa-miR-543,XM_017024055
hsa-miR-543,XM_024447121
hsa-miR-543,XM_024448004
hsa-miR-543,XM_024449278
hsa-miR-543,XM_047418679
hsa-miR-543,XM_047421529
hsa-miR-543,XM_047421530
hsa-miR-543,XM_047427024
hsa-miR-543,XM_047428810
hsa-miR-543,XM_047429531
hsa-miR-543,XM_047429895
hsa-miR-543,XM_047434241
hsa-miR-543,XM_047434248
hsa-miR-543,XM_047434250
hsa-miR-543,XM_047434251
hsa-miR-543,XM_047436514
hsa-miR-543,XM_047440513
hsa-miR-543,XM_047441043
hsa-miR-543,XM_047441047
hsa-miR-543,XM_047443883
hsa-miR-543,XM_047444620
hsa-miR-543,XM_047449895
hsa-miR-543,XM_047449897
hsa-miR-544a,NM_001004360
hsa-miR-544a,NM_001012329
hsa-miR-544a,NM_001037501
hsa-miR-544a,NM_001099222
hsa-miR-544a,NM_001099223
hsa-miR-544a,NM_001101663
hsa-miR-544a,NM_001111319
hsa-miR-544a,NM_001128147
hsa-miR-544a,NM_001142550
hsa-miR-544a,NM_001142551
hsa-miR-544a,NM_001143763
hsa-miR-544a,NM_001144824
hsa-miR-544a,NM_001145966
hsa-miR-544a,NM_001146267
hsa-miR-544a,NM_001163280
hsa-miR-544a,NM_001166110
hsa-miR-544a,NM_001167621
hsa-miR-544a,NM_001171747
hsa-miR-544a,NM_001172633
hsa-miR-544a,NM_001178034
hsa-miR-544a,NM_001178036
hsa-miR-544a,NM_001205329
hsa-miR-544a,NM_001214902
hsa-miR-544a,NM_001242413
hsa-miR-544a,NM_001243251
hsa-miR-544a,NM_001271592
hsa-miR-544a,NM_001278727
hsa-miR-544a,NM_001282645
hsa-miR-544a,NM_001283
hsa-miR-544a,NM_001286503
hsa-miR-544a,NM_001286504
hsa-miR-544a,NM_001286505
hsa-miR-544a,NM_001287582
hsa-miR-544a,NM_001289033
hsa-miR-544a,NM_001290260
hsa-miR-544a,NM_001306177
hsa-miR-544a,NM_001317184
hsa-miR-544a,NM_001318718
hsa-miR-544a,NM_001318724
hsa-miR-544a,NM_001319193
hsa-miR-544a,NM_001320930
hsa-miR-544a,NM_001324373
hsa-miR-544a,NM_001363813
hsa-miR-544a,NM_001370233
hsa-miR-544a,NM_001376501
hsa-miR-544a,NM_001376505
hsa-miR-544a,NM_001385469
hsa-miR-544a,NM_001385480
hsa-miR-544a,NM_001790
hsa-miR-544a,NM_002124
hsa-miR-544a,NM_002417
hsa-miR-544a,NM_002439
hsa-miR-544a,NM_002441
hsa-miR-544a,NM_003721
hsa-miR-544a,NM_004134
hsa-miR-544a,NM_004492
hsa-miR-544a,NM_004655
hsa-miR-544a,NM_004673
hsa-miR-544a,NM_004840
hsa-miR-544a,NM_005215
hsa-miR-544a,NM_005517
hsa-miR-544a,NM_006092
hsa-miR-544a,NM_006257
hsa-miR-544a,NM_006630
hsa-miR-544a,NM_006644
hsa-miR-544a,NM_007264
hsa-miR-544a,NM_014388
hsa-miR-544a,NM_014969
hsa-miR-544a,NM_015235
hsa-miR-544a,NM_015237
hsa-miR-544a,NM_016506
hsa-miR-544a,NM_017799
hsa-miR-544a,NM_017888
hsa-miR-544a,NM_017922
hsa-miR-544a,NM_018072
hsa-miR-544a,NM_018095
hsa-miR-544a,NM_018290
hsa-miR-544a,NM_020196
hsa-miR-544a,NM_020796
hsa-miR-544a,NM_020868
hsa-miR-544a,NM_021639
hsa-miR-544a,NM_021641
hsa-miR-544a,NM_022365
hsa-miR-544a,NM_022809
hsa-miR-544a,NM_024678
hsa-miR-544a,NM_025103
hsa-miR-544a,NM_025259
hsa-miR-544a,NM_030934
hsa-miR-544a,NM_031992
hsa-miR-544a,NM_032574
hsa-miR-544a,NM_080659
hsa-miR-544a,NM_130784
hsa-miR-544a,NM_144633
hsa-miR-544a,NM_172165
hsa-miR-544a,NM_172166
hsa-miR-544a,NM_173483
hsa-miR-544a,NM_183372
hsa-miR-544a,NM_203454
hsa-miR-544a,NM_213618
hsa-miR-544a,XM_011515088
hsa-miR-544a,XM_017012775
hsa-miR-544a,XM_047427950
hsa-miR-544a,XM_047431721
hsa-miR-544a,XM_047436872
hsa-miR-544a,XM_047438722
hsa-miR-544a,XM_047438736
hsa-miR-544a,XM_047443064
hsa-miR-654-3p,NM_000860
hsa-miR-654-3p,NM_001001874
hsa-miR-654-3p,NM_001003406
hsa-miR-654-3p,NM_001003799
hsa-miR-654-3p,NM_001004354
hsa-miR-654-3p,NM_001008394
hsa-miR-654-3p,NM_001018044
hsa-miR-654-3p,NM_001031800
hsa-miR-654-3p,NM_001033083
hsa-miR-654-3p,NM_001037131
hsa-miR-654-3p,NM_001039937
hsa-miR-654-3p,NM_001099735
hsa-miR-654-3p,NM_001112734
hsa-miR-654-3p,NM_001128212
hsa-miR-654-3p,NM_001130455
hsa-miR-654-3p,NM_001130978
hsa-miR-654-3p,NM_001130979
hsa-miR-654-3p,NM_001130980
hsa-miR-654-3p,NM_001130981
hsa-miR-654-3p,NM_001130982
hsa-miR-654-3p,NM_001130983
hsa-miR-654-3p,NM_001130984
hsa-miR-654-3p,NM_001130985
hsa-miR-654-3p,NM_001130987
hsa-miR-654-3p,NM_001137610
hsa-miR-654-3p,NM_001145816
hsa-miR-654-3p,NM_001158
hsa-miR-654-3p,NM_001160419
hsa-miR-654-3p,NM_001166012
hsa-miR-654-3p,NM_001168468
hsa-miR-654-3p,NM_001171942
hsa-miR-654-3p,NM_001174150
hsa-miR-654-3p,NM_001174151
hsa-miR-654-3p,NM_001185074
hsa-miR-654-3p,NM_001190796
hsa-miR-654-3p,NM_001190799
hsa-miR-654-3p,NM_001190801
hsa-miR-654-3p,NM_001193502
hsa-miR-654-3p,NM_001195622
hsa-miR-654-3p,NM_001256301
hsa-miR-654-3p,NM_001256305
hsa-miR-654-3p,NM_001256307
hsa-miR-654-3p,NM_001256588
hsa-miR-654-3p,NM_001261462
hsa-miR-654-3p,NM_001264573
hsa-miR-654-3p,NM_001279356
hsa-miR-654-3p,NM_001282883
hsa-miR-654-3p,NM_001288711
hsa-miR-654-3p,NM_001291999
hsa-miR-654-3p,NM_001321399
hsa-miR-654-3p,NM_001321524
hsa-miR-654-3p,NM_001322033
hsa-miR-654-3p,NM_001330274
hsa-miR-654-3p,NM_001330575
hsa-miR-654-3p,NM_001346194
hsa-miR-654-3p,NM_001346196
hsa-miR-654-3p,NM_001359
hsa-miR-654-3p,NM_001385411
hsa-miR-654-3p,NM_001395699
hsa-miR-654-3p,NM_001500
hsa-miR-654-3p,NM_002043
hsa-miR-654-3p,NM_002063
hsa-miR-654-3p,NM_002560
hsa-miR-654-3p,NM_002688
hsa-miR-654-3p,NM_002827
hsa-miR-654-3p,NM_002988
hsa-miR-654-3p,NM_003494
hsa-miR-654-3p,NM_003764
hsa-miR-654-3p,NM_003996
hsa-miR-654-3p,NM_004915
hsa-miR-654-3p,NM_005012
hsa-miR-654-3p,NM_005511
hsa-miR-654-3p,NM_005780
hsa-miR-654-3p,NM_005802
hsa-miR-654-3p,NM_006153
hsa-miR-654-3p,NM_009590
hsa-miR-654-3p,NM_012317
hsa-miR-654-3p,NM_014264
hsa-miR-654-3p,NM_014579
hsa-miR-654-3p,NM_014914
hsa-miR-654-3p,NM_014951
hsa-miR-654-3p,NM_015383
hsa-miR-654-3p,NM_015634
hsa-miR-654-3p,NM_015723
hsa-miR-654-3p,NM_015922
hsa-miR-654-3p,NM_016818
hsa-miR-654-3p,NM_018644
hsa-miR-654-3p,NM_018933
hsa-miR-654-3p,NM_022129
hsa-miR-654-3p,NM_024791
hsa-miR-654-3p,NM_024954
hsa-miR-654-3p,NM_025052
hsa-miR-654-3p,NM_032414
hsa-miR-654-3p,NM_033262
hsa-miR-654-3p,NM_052997
hsa-miR-654-3p,NM_054025
hsa-miR-654-3p,NM_058240
hsa-miR-654-3p,NM_080818
hsa-miR-654-3p,NM_138374
hsa-miR-654-3p,NM_144718
hsa-miR-654-3p,NM_144996
hsa-miR-654-3p,NM_152219
hsa-miR-654-3p,NM_153689
hsa-miR-654-3p,NM_183002
hsa-miR-654-3p,NM_198489
hsa-miR-654-3p,NM_199169
hsa-miR-654-3p,NM_207627
hsa-miR-654-3p,NM_207628
hsa-miR-654-3p,NM_207629
hsa-miR-654-3p,XM_005246059
hsa-miR-654-3p,XM_005266021
hsa-miR-654-3p,XM_005266023
hsa-miR-654-3p,XM_005270028
hsa-miR-654-3p,XM_006712234
hsa-miR-654-3p,XM_006712235
hsa-miR-654-3p,XM_006718317
hsa-miR-654-3p,XM_006723406
hsa-miR-654-3p,XM_011512535
hsa-miR-654-3p,XM_011534745
hsa-miR-654-3p,XM_011543002
hsa-miR-654-3p,XM_011543005
hsa-miR-654-3p,XM_017021608
hsa-miR-654-3p,XM_024446492
hsa-miR-654-3p,XM_047427615
hsa-miR-654-3p,XM_047430264
hsa-miR-654-3p,XM_047443193
hsa-miR-654-3p,XM_047447660
hsa-miR-654-3p,XM_047447661
hsa-miR-654-5p,NM_000403
hsa-miR-654-5p,NM_001001852
hsa-miR-654-5p,NM_001008216
hsa-miR-654-5p,NM_001114122
hsa-miR-654-5p,NM_001127213
hsa-miR-654-5p,NM_001135570
hsa-miR-654-5p,NM_001136540
hsa-miR-654-5p,NM_001136541
hsa-miR-654-5p,NM_001145338
hsa-miR-654-5p,NM_001163034
hsa-miR-654-5p,NM_001166237
hsa-miR-654-5p,NM_001185090
hsa-miR-654-5p,NM_001185091
hsa-miR-654-5p,NM_001193285
hsa-miR-654-5p,NM_001242659
hsa-miR-654-5p,NM_001243403
hsa-miR-654-5p,NM_001244038
hsa-miR-654-5p,NM_001244846
hsa-miR-654-5p,NM_001256435
hsa-miR-654-5p,NM_001270428
hsa-miR-654-5p,NM_001270881
hsa-miR-654-5p,NM_001282174
hsa-miR-654-5p,NM_001282203
hsa-miR-654-5p,NM_001304438
hsa-miR-654-5p,NM_001308102
hsa-miR-654-5p,NM_001308235
hsa-miR-654-5p,NM_001319049
hsa-miR-654-5p,NM_001319050
hsa-miR-654-5p,NM_001321059
hsa-miR-654-5p,NM_001321063
hsa-miR-654-5p,NM_001321064
hsa-miR-654-5p,NM_001345934
hsa-miR-654-5p,NM_001348687
hsa-miR-654-5p,NM_001385197
hsa-miR-654-5p,NM_001386081
hsa-miR-654-5p,NM_001493
hsa-miR-654-5p,NM_001896
hsa-miR-654-5p,NM_002315
hsa-miR-654-5p,NM_003940
hsa-miR-654-5p,NM_004174
hsa-miR-654-5p,NM_005018
hsa-miR-654-5p,NM_005430
hsa-miR-654-5p,NM_005453
hsa-miR-654-5p,NM_006137
hsa-miR-654-5p,NM_006800
hsa-miR-654-5p,NM_007327
hsa-miR-654-5p,NM_015456
hsa-miR-654-5p,NM_016539
hsa-miR-654-5p,NM_017413
hsa-miR-654-5p,NM_018667
hsa-miR-654-5p,NM_018956
hsa-miR-654-5p,NM_020761
hsa-miR-654-5p,NM_021569
hsa-miR-654-5p,NM_024736
hsa-miR-654-5p,NM_033061
hsa-miR-654-5p,NM_033315
hsa-miR-654-5p,NM_138717
hsa-miR-654-5p,NM_145343
hsa-miR-654-5p,NM_152796
hsa-miR-654-5p,NM_198717
hsa-miR-654-5p,NM_213674
hsa-miR-654-5p,XM_005255702
hsa-miR-654-5p,XM_011520099
hsa-miR-654-5p,XM_011542560
