from,to
hsa-miR-380-3p,NM_001277127
hsa-miR-380-3p,NM_001277128
hsa-miR-380-3p,NM_001282913
hsa-miR-380-3p,NM_001286174
hsa-miR-380-3p,NM_001301072
hsa-miR-380-3p,NM_001304526
hsa-miR-380-3p,NM_001314077
hsa-miR-380-3p,NM_001320595
hsa-miR-380-3p,NM_001330446
hsa-miR-380-3p,NM_001348003
hsa-miR-380-3p,NM_001350965
hsa-miR-380-3p,NM_001351310
hsa-miR-380-3p,NM_001375969
hsa-miR-380-3p,NM_001375971
hsa-miR-380-3p,NM_001375972
hsa-miR-380-3p,NM_001375973
hsa-miR-380-3p,NM_001384711
hsa-miR-380-3p,NM_001400173
hsa-miR-380-3p,NM_001400175
hsa-miR-380-3p,NM_003985
hsa-miR-380-3p,NM_004113
hsa-miR-380-3p,NM_004396
hsa-miR-380-3p,NM_005717
hsa-miR-380-3p,NM_005922
hsa-miR-380-3p,NM_006724
hsa-miR-380-3p,NM_006828
hsa-miR-380-3p,NM_007125
hsa-miR-380-3p,NM_014263
hsa-miR-380-3p,NM_014409
hsa-miR-380-3p,NM_014425
hsa-miR-380-3p,NM_015702
hsa-miR-380-3p,NM_016618
hsa-miR-380-3p,NM_017657
hsa-miR-380-3p,NM_017852
hsa-miR-380-3p,NM_017913
hsa-miR-380-3p,NM_020148
hsa-miR-380-3p,NM_020456
hsa-miR-380-3p,NM_020639
hsa-miR-380-3p,NM_022568
hsa-miR-380-3p,NM_022576
hsa-miR-380-3p,NM_024556
hsa-miR-380-3p,NM_024727
hsa-miR-380-3p,NM_030665
hsa-miR-380-3p,NM_052886
hsa-miR-380-3p,NM_170771
hsa-miR-380-3p,NM_173826
hsa-miR-380-3p,NM_175921
hsa-miR-380-3p,NM_178584
hsa-miR-380-3p,NM_181782
hsa-miR-380-3p,NM_182659
hsa-miR-380-3p,NM_182660
hsa-miR-380-3p,NM_183011
hsa-miR-380-3p,NM_201413
hsa-miR-380-3p,NM_203437
hsa-miR-380-3p,XM_006712317
hsa-miR-380-3p,XM_047425548
hsa-miR-380-3p,XM_047429632
hsa-miR-380-3p,XM_047449198
hsa-miR-380-3p,XM_047449199
hsa-miR-381-3p,NM_000016
hsa-miR-381-3p,NM_000027
hsa-miR-381-3p,NM_000173
hsa-miR-381-3p,NM_000222
hsa-miR-381-3p,NM_000310
hsa-miR-381-3p,NM_000435
hsa-miR-381-3p,NM_000459
hsa-miR-381-3p,NM_000859
hsa-miR-381-3p,NM_000877
hsa-miR-381-3p,NM_000905
hsa-miR-381-3p,NM_001003845
hsa-miR-381-3p,NM_001006610
hsa-miR-381-3p,NM_001007468
hsa-miR-381-3p,NM_001008396
hsa-miR-381-3p,NM_001008701
hsa-miR-381-3p,NM_001011885
hsa-miR-381-3p,NM_001014445
hsa-miR-381-3p,NM_001017977
hsa-miR-381-3p,NM_001024947
hsa-miR-381-3p,NM_001025580
hsa-miR-381-3p,NM_001029860
hsa-miR-381-3p,NM_001030273
hsa-miR-381-3p,NM_001031716
hsa-miR-381-3p,NM_001032731
hsa-miR-381-3p,NM_001039396
hsa-miR-381-3p,NM_001039573
hsa-miR-381-3p,NM_001042368
hsa-miR-381-3p,NM_001042459
hsa-miR-381-3p,NM_001043229
hsa-miR-381-3p,NM_001077188
hsa-miR-381-3p,NM_001080423
hsa-miR-381-3p,NM_001082533
hsa-miR-381-3p,NM_001093772
hsa-miR-381-3p,NM_001098202
hsa-miR-381-3p,NM_001105206
hsa-miR-381-3p,NM_001105208
hsa-miR-381-3p,NM_001105209
hsa-miR-381-3p,NM_001112706
hsa-miR-381-3p,NM_001113402
hsa-miR-381-3p,NM_001127320
hsa-miR-381-3p,NM_001127328
hsa-miR-381-3p,NM_001127713
hsa-miR-381-3p,NM_001128142
hsa-miR-381-3p,NM_001130713
hsa-miR-381-3p,NM_001130714
hsa-miR-381-3p,NM_001131
hsa-miR-381-3p,NM_001135101
hsa-miR-381-3p,NM_001135690
hsa-miR-381-3p,NM_001135955
hsa-miR-381-3p,NM_001135956
hsa-miR-381-3p,NM_001135958
hsa-miR-381-3p,NM_001136105
hsa-miR-381-3p,NM_001136499
hsa-miR-381-3p,NM_001142604
hsa-miR-381-3p,NM_001143941
hsa-miR-381-3p,NM_001143976
hsa-miR-381-3p,NM_001143998
hsa-miR-381-3p,NM_001145079
hsa-miR-381-3p,NM_001145443
hsa-miR-381-3p,NM_001145451
hsa-miR-381-3p,NM_001146094
hsa-miR-381-3p,NM_001146095
hsa-miR-381-3p,NM_001146096
hsa-miR-381-3p,NM_001153446
hsa-miR-381-3p,NM_001153585
hsa-miR-381-3p,NM_001164443
hsa-miR-381-3p,NM_001165255
hsa-miR-381-3p,NM_001165258
hsa-miR-381-3p,NM_001166212
hsa-miR-381-3p,NM_001166699
hsa-miR-381-3p,NM_001166702
hsa-miR-381-3p,NM_001166703
hsa-miR-381-3p,NM_001167941
hsa-miR-381-3p,NM_001168338
hsa-miR-381-3p,NM_001174092
hsa-miR-381-3p,NM_001177
hsa-miR-381-3p,NM_001190481
hsa-miR-381-3p,NM_001193278
hsa-miR-381-3p,NM_001193279
hsa-miR-381-3p,NM_001195193
hsa-miR-381-3p,NM_001195798
hsa-miR-381-3p,NM_001195799
hsa-miR-381-3p,NM_001195800
hsa-miR-381-3p,NM_001195803
hsa-miR-381-3p,NM_001197030
hsa-miR-381-3p,NM_001198953
hsa-miR-381-3p,NM_001199251
hsa-miR-381-3p,NM_001199707
hsa-miR-381-3p,NM_001199708
hsa-miR-381-3p,NM_001199942
hsa-miR-381-3p,NM_001204353
hsa-miR-381-3p,NM_001204408
hsa-miR-381-3p,NM_001204410
hsa-miR-381-3p,NM_001204456
hsa-miR-381-3p,NM_001205220
hsa-miR-381-3p,NM_001207011
hsa-miR-381-3p,NM_001212
hsa-miR-381-3p,NM_001242617
hsa-miR-381-3p,NM_001242618
hsa-miR-381-3p,NM_001260508
hsa-miR-381-3p,NM_001267803
hsa-miR-381-3p,NM_001270519
hsa-miR-381-3p,NM_001271033
hsa-miR-381-3p,NM_001271186
hsa-miR-381-3p,NM_001271187
hsa-miR-381-3p,NM_001271732
hsa-miR-381-3p,NM_001271774
hsa-miR-381-3p,NM_001271775
hsa-miR-381-3p,NM_001271776
hsa-miR-381-3p,NM_001276457
hsa-miR-381-3p,NM_001278248
hsa-miR-381-3p,NM_001278411
hsa-miR-381-3p,NM_001278412
hsa-miR-381-3p,NM_001278742
hsa-miR-381-3p,NM_001278743
hsa-miR-381-3p,NM_001281741
hsa-miR-381-3p,NM_001281784
hsa-miR-381-3p,NM_001282696
hsa-miR-381-3p,NM_001282697
hsa-miR-381-3p,NM_001282758
hsa-miR-381-3p,NM_001282759
hsa-miR-381-3p,NM_001284317
hsa-miR-381-3p,NM_001284318
hsa-miR-381-3p,NM_001285449
hsa-miR-381-3p,NM_001286042
hsa-miR-381-3p,NM_001286043
hsa-miR-381-3p,NM_001286044
hsa-miR-381-3p,NM_001286188
hsa-miR-381-3p,NM_001286189
hsa-miR-381-3p,NM_001286657
hsa-miR-381-3p,NM_001286660
hsa-miR-381-3p,NM_001287815
hsa-miR-381-3p,NM_001288772
hsa-miR-381-3p,NM_001289108
hsa-miR-381-3p,NM_001289412
hsa-miR-381-3p,NM_001290078
hsa-miR-381-3p,NM_001293725
hsa-miR-381-3p,NM_001297551
hsa-miR-381-3p,NM_001301068
hsa-miR-381-3p,NM_001301206
hsa-miR-381-3p,NM_001304420
hsa-miR-381-3p,NM_001304476
hsa-miR-381-3p,NM_001304477
hsa-miR-381-3p,NM_001304792
hsa-miR-381-3p,NM_001308027
hsa-miR-381-3p,NM_001308210
hsa-miR-381-3p,NM_001312919
hsa-miR-381-3p,NM_001314052
hsa-miR-381-3p,NM_001314063
hsa-miR-381-3p,NM_001316919
hsa-miR-381-3p,NM_001316920
hsa-miR-381-3p,NM_001317946
hsa-miR-381-3p,NM_001319238
hsa-miR-381-3p,NM_001319239
hsa-miR-381-3p,NM_001320986
hsa-miR-381-3p,NM_001321995
hsa-miR-381-3p,NM_001323556
hsa-miR-381-3p,NM_001330490
hsa-miR-381-3p,NM_001331036
hsa-miR-381-3p,NM_001346432
hsa-miR-381-3p,NM_001349331
hsa-miR-381-3p,NM_001351169
hsa-miR-381-3p,NM_001351174
hsa-miR-381-3p,NM_001353765
hsa-miR-381-3p,NM_001363556
hsa-miR-381-3p,NM_001363577
hsa-miR-381-3p,NM_001363695
hsa-miR-381-3p,NM_001364187
hsa-miR-381-3p,NM_001366230
hsa-miR-381-3p,NM_001367834
hsa-miR-381-3p,NM_001369768
hsa-miR-381-3p,NM_001369826
hsa-miR-381-3p,NM_001369828
hsa-miR-381-3p,NM_001375323
hsa-miR-381-3p,NM_001375547
hsa-miR-381-3p,NM_001377538
hsa-miR-381-3p,NM_001377539
hsa-miR-381-3p,NM_001377540
hsa-miR-381-3p,NM_001377551
hsa-miR-381-3p,NM_001377552
hsa-miR-381-3p,NM_001377557
hsa-miR-381-3p,NM_001377921
hsa-miR-381-3p,NM_001377922
hsa-miR-381-3p,NM_001377925
hsa-miR-381-3p,NM_001379291
hsa-miR-381-3p,NM_001385285
hsa-miR-381-3p,NM_001385286
hsa-miR-381-3p,NM_001385288
hsa-miR-381-3p,NM_001385290
hsa-miR-381-3p,NM_001385292
hsa-miR-381-3p,NM_001387850
hsa-miR-381-3p,NM_001394031
hsa-miR-381-3p,NM_001395159
hsa-miR-381-3p,NM_001765
hsa-miR-381-3p,NM_001812
hsa-miR-381-3p,NM_001967
hsa-miR-381-3p,NM_001993
hsa-miR-381-3p,NM_002067
hsa-miR-381-3p,NM_002072
hsa-miR-381-3p,NM_002114
hsa-miR-381-3p,NM_002311
hsa-miR-381-3p,NM_002482
hsa-miR-381-3p,NM_002483
hsa-miR-381-3p,NM_002535
hsa-miR-381-3p,NM_003003
hsa-miR-381-3p,NM_003221
hsa-miR-381-3p,NM_003368
hsa-miR-381-3p,NM_003409
hsa-miR-381-3p,NM_003608
hsa-miR-381-3p,NM_003642
hsa-miR-381-3p,NM_003686
hsa-miR-381-3p,NM_003970
hsa-miR-381-3p,NM_004304
hsa-miR-381-3p,NM_004323
hsa-miR-381-3p,NM_004334
hsa-miR-381-3p,NM_004523
hsa-miR-381-3p,NM_004564
hsa-miR-381-3p,NM_004566
hsa-miR-381-3p,NM_004570
hsa-miR-381-3p,NM_004794
hsa-miR-381-3p,NM_004814
hsa-miR-381-3p,NM_004907
hsa-miR-381-3p,NM_005077
hsa-miR-381-3p,NM_005239
hsa-miR-381-3p,NM_005524
hsa-miR-381-3p,NM_005640
hsa-miR-381-3p,NM_005645
hsa-miR-381-3p,NM_005655
hsa-miR-381-3p,NM_005663
hsa-miR-381-3p,NM_005786
hsa-miR-381-3p,NM_005801
hsa-miR-381-3p,NM_005842
hsa-miR-381-3p,NM_006027
hsa-miR-381-3p,NM_006266
hsa-miR-381-3p,NM_006874
hsa-miR-381-3p,NM_007019
hsa-miR-381-3p,NM_007159
hsa-miR-381-3p,NM_007167
hsa-miR-381-3p,NM_013293
hsa-miR-381-3p,NM_013975
hsa-miR-381-3p,NM_014231
hsa-miR-381-3p,NM_014315
hsa-miR-381-3p,NM_014547
hsa-miR-381-3p,NM_014602
hsa-miR-381-3p,NM_014802
hsa-miR-381-3p,NM_014892
hsa-miR-381-3p,NM_014921
hsa-miR-381-3p,NM_015018
hsa-miR-381-3p,NM_015115
hsa-miR-381-3p,NM_015137
hsa-miR-381-3p,NM_015207
hsa-miR-381-3p,NM_015230
hsa-miR-381-3p,NM_015231
hsa-miR-381-3p,NM_015382
hsa-miR-381-3p,NM_015423
hsa-miR-381-3p,NM_015429
hsa-miR-381-3p,NM_015485
hsa-miR-381-3p,NM_015497
hsa-miR-381-3p,NM_015607
hsa-miR-381-3p,NM_015859
hsa-miR-381-3p,NM_015915
hsa-miR-381-3p,NM_016078
hsa-miR-381-3p,NM_016631
hsa-miR-381-3p,NM_017676
hsa-miR-381-3p,NM_017798
hsa-miR-381-3p,NM_017978
hsa-miR-381-3p,NM_018079
hsa-miR-381-3p,NM_018698
hsa-miR-381-3p,NM_019074
hsa-miR-381-3p,NM_020799
hsa-miR-381-3p,NM_020801
hsa-miR-381-3p,NM_020818
hsa-miR-381-3p,NM_021148
hsa-miR-381-3p,NM_021183
hsa-miR-381-3p,NM_021193
hsa-miR-381-3p,NM_021649
hsa-miR-381-3p,NM_022570
hsa-miR-381-3p,NM_024071
hsa-miR-381-3p,NM_024306
hsa-miR-381-3p,NM_024324
hsa-miR-381-3p,NM_024558
hsa-miR-381-3p,NM_024631
hsa-miR-381-3p,NM_024668
hsa-miR-381-3p,NM_024884
hsa-miR-381-3p,NM_024899
hsa-miR-381-3p,NM_024908
hsa-miR-381-3p,NM_025238
hsa-miR-381-3p,NM_030793
hsa-miR-381-3p,NM_030799
hsa-miR-381-3p,NM_030962
hsa-miR-381-3p,NM_030975
hsa-miR-381-3p,NM_031307
hsa-miR-381-3p,NM_031923
hsa-miR-381-3p,NM_032231
hsa-miR-381-3p,NM_032508
hsa-miR-381-3p,NM_032588
hsa-miR-381-3p,NM_032740
hsa-miR-381-3p,NM_033128
hsa-miR-381-3p,NM_138360
hsa-miR-381-3p,NM_138362
hsa-miR-381-3p,NM_138576
hsa-miR-381-3p,NM_139076
hsa-miR-381-3p,NM_144693
hsa-miR-381-3p,NM_152298
hsa-miR-381-3p,NM_152404
hsa-miR-381-3p,NM_152417
hsa-miR-381-3p,NM_152739
hsa-miR-381-3p,NM_152749
hsa-miR-381-3p,NM_153757
hsa-miR-381-3p,NM_170609
hsa-miR-381-3p,NM_172230
hsa-miR-381-3p,NM_173497
hsa-miR-381-3p,NM_173647
hsa-miR-381-3p,NM_175080
hsa-miR-381-3p,NM_177531
hsa-miR-381-3p,NM_178832
hsa-miR-381-3p,NM_181334
hsa-miR-381-3p,NM_181723
hsa-miR-381-3p,NM_181799
hsa-miR-381-3p,NM_181900
hsa-miR-381-3p,NM_182522
hsa-miR-381-3p,NM_182966
hsa-miR-381-3p,NM_183009
hsa-miR-381-3p,NM_197949
hsa-miR-381-3p,NM_197950
hsa-miR-381-3p,NM_198721
hsa-miR-381-3p,NM_199245
hsa-miR-381-3p,NM_201269
hsa-miR-381-3p,NM_203372
hsa-miR-381-3p,NM_205836
hsa-miR-381-3p,NM_207116
hsa-miR-381-3p,XM_005245579
hsa-miR-381-3p,XM_005252464
hsa-miR-381-3p,XM_005261738
hsa-miR-381-3p,XM_005268075
hsa-miR-381-3p,XM_006719135
hsa-miR-381-3p,XM_006720094
hsa-miR-381-3p,XM_006721246
hsa-miR-381-3p,XM_011509588
hsa-miR-381-3p,XM_011518130
hsa-miR-381-3p,XM_011519741
hsa-miR-381-3p,XM_011534141
hsa-miR-381-3p,XM_011535328
hsa-miR-381-3p,XM_011536908
hsa-miR-381-3p,XM_011543358
hsa-miR-381-3p,XM_017007169
hsa-miR-381-3p,XM_017021151
hsa-miR-381-3p,XM_017021421
hsa-miR-381-3p,XM_017024878
hsa-miR-381-3p,XM_024449526
hsa-miR-381-3p,XM_024451393
hsa-miR-381-3p,XM_047416245
hsa-miR-381-3p,XM_047416636
hsa-miR-381-3p,XM_047421706
hsa-miR-381-3p,XM_047424518
hsa-miR-381-3p,XM_047427187
hsa-miR-381-3p,XM_047427539
hsa-miR-381-3p,XM_047428071
hsa-miR-381-3p,XM_047428535
hsa-miR-381-3p,XM_047428536
hsa-miR-381-3p,XM_047429359
hsa-miR-381-3p,XM_047430242
hsa-miR-381-3p,XM_047433997
hsa-miR-381-3p,XM_047438518
hsa-miR-381-3p,XM_047441052
hsa-miR-381-3p,XM_047445532
hsa-miR-381-3p,XM_047445554
hsa-miR-381-3p,XM_047448888
hsa-miR-381-3p,XM_047448890
hsa-miR-381-3p,XM_047448891
hsa-miR-381-3p,XM_047448893
hsa-miR-381-3p,XM_047448896
hsa-miR-381-3p,XM_047449722
hsa-miR-382-5p,NM_000111
hsa-miR-382-5p,NM_000935
hsa-miR-382-5p,NM_001002259
hsa-miR-382-5p,NM_001002759
hsa-miR-382-5p,NM_001003790
hsa-miR-382-5p,NM_001003791
hsa-miR-382-5p,NM_001003810
hsa-miR-382-5p,NM_001005851
hsa-miR-382-5p,NM_001008272
hsa-miR-382-5p,NM_001008273
hsa-miR-382-5p,NM_001017926
hsa-miR-382-5p,NM_001039091
hsa-miR-382-5p,NM_001079810
hsa-miR-382-5p,NM_001128303
hsa-miR-382-5p,NM_001128304
hsa-miR-382-5p,NM_001128306
hsa-miR-382-5p,NM_001145315
hsa-miR-382-5p,NM_001145316
hsa-miR-382-5p,NM_001145317
hsa-miR-382-5p,NM_001145318
hsa-miR-382-5p,NM_001160308
hsa-miR-382-5p,NM_001166175
hsa-miR-382-5p,NM_001166176
hsa-miR-382-5p,NM_001166695
hsa-miR-382-5p,NM_001166696
hsa-miR-382-5p,NM_001174069
hsa-miR-382-5p,NM_001177304
hsa-miR-382-5p,NM_001184740
hsa-miR-382-5p,NM_001185012
hsa-miR-382-5p,NM_001195087
hsa-miR-382-5p,NM_001198759
hsa-miR-382-5p,NM_001198806
hsa-miR-382-5p,NM_001199143
hsa-miR-382-5p,NM_001199145
hsa-miR-382-5p,NM_001199659
hsa-miR-382-5p,NM_001199706
hsa-miR-382-5p,NM_001206846
hsa-miR-382-5p,NM_001206856
hsa-miR-382-5p,NM_001242868
hsa-miR-382-5p,NM_001243974
hsa-miR-382-5p,NM_001243975
hsa-miR-382-5p,NM_001270383
hsa-miR-382-5p,NM_001278233
hsa-miR-382-5p,NM_001278504
hsa-miR-382-5p,NM_001278683
hsa-miR-382-5p,NM_001281534
hsa-miR-382-5p,NM_001281535
hsa-miR-382-5p,NM_001282939
hsa-miR-382-5p,NM_001286615
hsa-miR-382-5p,NM_001286646
hsa-miR-382-5p,NM_001286724
hsa-miR-382-5p,NM_001286819
hsa-miR-382-5p,NM_001286821
hsa-miR-382-5p,NM_001288821
hsa-miR-382-5p,NM_001289939
hsa-miR-382-5p,NM_001297734
hsa-miR-382-5p,NM_001300769
hsa-miR-382-5p,NM_001300770
hsa-miR-382-5p,NM_001301016
hsa-miR-382-5p,NM_001301163
hsa-miR-382-5p,NM_001301627
hsa-miR-382-5p,NM_001306145
hsa-miR-382-5p,NM_001308256
hsa-miR-382-5p,NM_001308257
hsa-miR-382-5p,NM_001308315
hsa-miR-382-5p,NM_001316361
hsa-miR-382-5p,NM_001318523
hsa-miR-382-5p,NM_001319100
hsa-miR-382-5p,NM_001319101
hsa-miR-382-5p,NM_001320322
hsa-miR-382-5p,NM_001330515
hsa-miR-382-5p,NM_001330557
hsa-miR-382-5p,NM_001331040
hsa-miR-382-5p,NM_001348076
hsa-miR-382-5p,NM_001349012
hsa-miR-382-5p,NM_001350628
hsa-miR-382-5p,NM_001350629
hsa-miR-382-5p,NM_001363943
hsa-miR-382-5p,NM_001366298
hsa-miR-382-5p,NM_001366803
hsa-miR-382-5p,NM_001370503
hsa-miR-382-5p,NM_001370509
hsa-miR-382-5p,NM_001370512
hsa-miR-382-5p,NM_001374385
hsa-miR-382-5p,NM_001377417
hsa-miR-382-5p,NM_001385460
hsa-miR-382-5p,NM_001385518
hsa-miR-382-5p,NM_001385524
hsa-miR-382-5p,NM_001385550
hsa-miR-382-5p,NM_001387931
hsa-miR-382-5p,NM_001388362
hsa-miR-382-5p,NM_001393655
hsa-miR-382-5p,NM_001393892
hsa-miR-382-5p,NM_001394685
hsa-miR-382-5p,NM_002138
hsa-miR-382-5p,NM_002145
hsa-miR-382-5p,NM_002488
hsa-miR-382-5p,NM_002765
hsa-miR-382-5p,NM_003058
hsa-miR-382-5p,NM_003106
hsa-miR-382-5p,NM_003272
hsa-miR-382-5p,NM_003385
hsa-miR-382-5p,NM_003657
hsa-miR-382-5p,NM_003864
hsa-miR-382-5p,NM_003866
hsa-miR-382-5p,NM_004277
hsa-miR-382-5p,NM_004282
hsa-miR-382-5p,NM_004387
hsa-miR-382-5p,NM_004516
hsa-miR-382-5p,NM_004577
hsa-miR-382-5p,NM_004719
hsa-miR-382-5p,NM_004781
hsa-miR-382-5p,NM_004830
hsa-miR-382-5p,NM_005461
hsa-miR-382-5p,NM_005605
hsa-miR-382-5p,NM_005872
hsa-miR-382-5p,NM_006196
hsa-miR-382-5p,NM_006660
hsa-miR-382-5p,NM_007040
hsa-miR-382-5p,NM_007222
hsa-miR-382-5p,NM_007255
hsa-miR-382-5p,NM_007257
hsa-miR-382-5p,NM_007281
hsa-miR-382-5p,NM_012183
hsa-miR-382-5p,NM_012307
hsa-miR-382-5p,NM_014373
hsa-miR-382-5p,NM_014569
hsa-miR-382-5p,NM_014583
hsa-miR-382-5p,NM_015147
hsa-miR-382-5p,NM_016113
hsa-miR-382-5p,NM_016129
hsa-miR-382-5p,NM_018129
hsa-miR-382-5p,NM_018176
hsa-miR-382-5p,NM_018725
hsa-miR-382-5p,NM_019110
hsa-miR-382-5p,NM_021018
hsa-miR-382-5p,NM_021196
hsa-miR-382-5p,NM_021871
hsa-miR-382-5p,NM_021949
hsa-miR-382-5p,NM_023925
hsa-miR-382-5p,NM_031370
hsa-miR-382-5p,NM_031915
hsa-miR-382-5p,NM_032156
hsa-miR-382-5p,NM_032804
hsa-miR-382-5p,NM_032842
hsa-miR-382-5p,NM_052917
hsa-miR-382-5p,NM_058170
hsa-miR-382-5p,NM_133478
hsa-miR-382-5p,NM_134431
hsa-miR-382-5p,NM_138565
hsa-miR-382-5p,NM_144641
hsa-miR-382-5p,NM_144652
hsa-miR-382-5p,NM_144732
hsa-miR-382-5p,NM_145102
hsa-miR-382-5p,NM_152323
hsa-miR-382-5p,NM_152431
hsa-miR-382-5p,NM_152475
hsa-miR-382-5p,NM_152588
hsa-miR-382-5p,NM_152695
hsa-miR-382-5p,NM_153218
hsa-miR-382-5p,NM_174926
hsa-miR-382-5p,NM_174952
hsa-miR-382-5p,NM_175056
hsa-miR-382-5p,NM_182911
hsa-miR-382-5p,NM_182943
hsa-miR-382-5p,NM_198120
hsa-miR-382-5p,NM_201566
hsa-miR-382-5p,XM_005258459
hsa-miR-382-5p,XM_005258464
hsa-miR-382-5p,XM_005264023
hsa-miR-382-5p,XM_005264219
hsa-miR-382-5p,XM_011510232
hsa-miR-382-5p,XM_011511934
hsa-miR-382-5p,XM_011519981
hsa-miR-382-5p,XM_011537903
hsa-miR-382-5p,XM_011537911
hsa-miR-382-5p,XM_011539451
hsa-miR-382-5p,XM_011544410
hsa-miR-382-5p,XM_017004620
hsa-miR-382-5p,XM_017005476
hsa-miR-382-5p,XM_017005478
hsa-miR-382-5p,XM_017005703
hsa-miR-382-5p,XM_017006625
hsa-miR-382-5p,XM_017009071
hsa-miR-382-5p,XM_017016624
hsa-miR-382-5p,XM_024453158
hsa-miR-382-5p,XM_047416358
hsa-miR-382-5p,XM_047423518
hsa-miR-382-5p,XM_047428396
hsa-miR-382-5p,XM_047431024
hsa-miR-382-5p,XM_047438115
hsa-miR-382-5p,XM_047440192
hsa-miR-382-5p,XM_047440602
hsa-miR-382-5p,XM_047441416
hsa-miR-382-5p,XM_047441417
hsa-miR-382-5p,XM_047442141
hsa-miR-382-5p,XM_047442142
hsa-miR-382-5p,XM_047442189
hsa-miR-382-5p,XM_047442190
hsa-miR-382-5p,XM_047445772
hsa-miR-382-5p,XM_047445773
hsa-miR-382-5p,XM_047446434
hsa-miR-382-5p,XM_047448117
hsa-miR-409-3p,NM_000162
hsa-miR-409-3p,NM_000212
hsa-miR-409-3p,NM_000370
hsa-miR-409-3p,NM_000902
hsa-miR-409-3p,NM_000910
hsa-miR-409-3p,NM_000993
hsa-miR-409-3p,NM_001002258
hsa-miR-409-3p,NM_001010858
hsa-miR-409-3p,NM_001011663
hsa-miR-409-3p,NM_001013628
hsa-miR-409-3p,NM_001040181
hsa-miR-409-3p,NM_001040182
hsa-miR-409-3p,NM_001040183
hsa-miR-409-3p,NM_001040200
hsa-miR-409-3p,NM_001040429
hsa-miR-409-3p,NM_001080504
hsa-miR-409-3p,NM_001083946
hsa-miR-409-3p,NM_001098478
hsa-miR-409-3p,NM_001098479
hsa-miR-409-3p,NM_001099693
hsa-miR-409-3p,NM_001100397
hsa-miR-409-3p,NM_001100607
hsa-miR-409-3p,NM_001127235
hsa-miR-409-3p,NM_001130158
hsa-miR-409-3p,NM_001134435
hsa-miR-409-3p,NM_001135995
hsa-miR-409-3p,NM_001136536
hsa-miR-409-3p,NM_001141970
hsa-miR-409-3p,NM_001142285
hsa-miR-409-3p,NM_001142348
hsa-miR-409-3p,NM_001142349
hsa-miR-409-3p,NM_001146266
hsa-miR-409-3p,NM_001160154
hsa-miR-409-3p,NM_001161819
hsa-miR-409-3p,NM_001163287
hsa-miR-409-3p,NM_001164460
hsa-miR-409-3p,NM_001166158
hsa-miR-409-3p,NM_001168388
hsa-miR-409-3p,NM_001171170
hsa-miR-409-3p,NM_001172225
hsa-miR-409-3p,NM_001172574
hsa-miR-409-3p,NM_001172575
hsa-miR-409-3p,NM_001172630
hsa-miR-409-3p,NM_001190316
hsa-miR-409-3p,NM_001190317
hsa-miR-409-3p,NM_001193483
hsa-miR-409-3p,NM_001200047
hsa-miR-409-3p,NM_001202555
hsa-miR-409-3p,NM_001202556
hsa-miR-409-3p,NM_001202557
hsa-miR-409-3p,NM_001242796
hsa-miR-409-3p,NM_001243253
hsa-miR-409-3p,NM_001276458
hsa-miR-409-3p,NM_001277062
hsa-miR-409-3p,NM_001277063
hsa-miR-409-3p,NM_001277064
hsa-miR-409-3p,NM_001277065
hsa-miR-409-3p,NM_001277066
hsa-miR-409-3p,NM_001278295
hsa-miR-409-3p,NM_001278311
hsa-miR-409-3p,NM_001280544
hsa-miR-409-3p,NM_001282785
hsa-miR-409-3p,NM_001282901
hsa-miR-409-3p,NM_001287820
hsa-miR-409-3p,NM_001290983
hsa-miR-409-3p,NM_001301769
hsa-miR-409-3p,NM_001301771
hsa-miR-409-3p,NM_001301774
hsa-miR-409-3p,NM_001301775
hsa-miR-409-3p,NM_001301875
hsa-miR-409-3p,NM_001307943
hsa-miR-409-3p,NM_001317810
hsa-miR-409-3p,NM_001317811
hsa-miR-409-3p,NM_001319071
hsa-miR-409-3p,NM_001320510
hsa-miR-409-3p,NM_001320512
hsa-miR-409-3p,NM_001321038
hsa-miR-409-3p,NM_001321039
hsa-miR-409-3p,NM_001321216
hsa-miR-409-3p,NM_001322043
hsa-miR-409-3p,NM_001322209
hsa-miR-409-3p,NM_001323030
hsa-miR-409-3p,NM_001328423
hsa-miR-409-3p,NM_001330237
hsa-miR-409-3p,NM_001350
hsa-miR-409-3p,NM_001354801
hsa-miR-409-3p,NM_001354803
hsa-miR-409-3p,NM_001363688
hsa-miR-409-3p,NM_001363865
hsa-miR-409-3p,NM_001366204
hsa-miR-409-3p,NM_001366205
hsa-miR-409-3p,NM_001366206
hsa-miR-409-3p,NM_001366207
hsa-miR-409-3p,NM_001366208
hsa-miR-409-3p,NM_001366209
hsa-miR-409-3p,NM_001366210
hsa-miR-409-3p,NM_001366211
hsa-miR-409-3p,NM_001366212
hsa-miR-409-3p,NM_001366213
hsa-miR-409-3p,NM_001366214
hsa-miR-409-3p,NM_001366215
hsa-miR-409-3p,NM_001366216
hsa-miR-409-3p,NM_001366217
hsa-miR-409-3p,NM_001366218
hsa-miR-409-3p,NM_001366219
hsa-miR-409-3p,NM_001366221
hsa-miR-409-3p,NM_001366222
hsa-miR-409-3p,NM_001366555
hsa-miR-409-3p,NM_001366556
hsa-miR-409-3p,NM_001367484
hsa-miR-409-3p,NM_001370180
hsa-miR-409-3p,NM_001371494
hsa-miR-409-3p,NM_001371495
hsa-miR-409-3p,NM_001371499
hsa-miR-409-3p,NM_001375440
